"","PLAY","ACT","SCENE","CHARACTER"
"1","1H4","1","1","#HenryIV_1H4"
"2","1H4","1","1","#Westmoreland_1H4"
"3","1H4","1","1","#HenryIV_1H4"
"4","1H4","1","1","#Westmoreland_1H4"
"5","1H4","1","1","#HenryIV_1H4"
"6","1H4","1","1","#Westmoreland_1H4"
"7","1H4","1","1","#HenryIV_1H4"
"8","1H4","1","1","#Westmoreland_1H4"
"9","1H4","1","1","#HenryIV_1H4"
"10","1H4","1","1","#Westmoreland_1H4"
"11","1H4","1","2","#Falstaff_1H4"
"12","1H4","1","2","#HenryV_H5"
"13","1H4","1","2","#Falstaff_1H4"
"14","1H4","1","2","#HenryV_H5"
"15","1H4","1","2","#Falstaff_1H4"
"16","1H4","1","2","#HenryV_H5"
"17","1H4","1","2","#Falstaff_1H4"
"18","1H4","1","2","#HenryV_H5"
"19","1H4","1","2","#Falstaff_1H4"
"20","1H4","1","2","#HenryV_H5"
"21","1H4","1","2","#Falstaff_1H4"
"22","1H4","1","2","#HenryV_H5"
"23","1H4","1","2","#Falstaff_1H4"
"24","1H4","1","2","#HenryV_H5"
"25","1H4","1","2","#Falstaff_1H4"
"26","1H4","1","2","#HenryV_H5"
"27","1H4","1","2","#Falstaff_1H4"
"28","1H4","1","2","#HenryV_H5"
"29","1H4","1","2","#Falstaff_1H4"
"30","1H4","1","2","#HenryV_H5"
"31","1H4","1","2","#Falstaff_1H4"
"32","1H4","1","2","#HenryV_H5"
"33","1H4","1","2","#Falstaff_1H4"
"34","1H4","1","2","#HenryV_H5"
"35","1H4","1","2","#Falstaff_1H4"
"36","1H4","1","2","#HenryV_H5"
"37","1H4","1","2","#Falstaff_1H4"
"38","1H4","1","2","#HenryV_H5"
"39","1H4","1","2","#Falstaff_1H4"
"40","1H4","1","2","#HenryV_H5"
"41","1H4","1","2","#Falstaff_1H4"
"42","1H4","1","2","#HenryV_H5"
"43","1H4","1","2","#Falstaff_1H4"
"44","1H4","1","2","#HenryV_H5"
"45","1H4","1","2","#Poins_1H4"
"46","1H4","1","2","#HenryV_H5"
"47","1H4","SD 1","2","#Poins_1H4"
"48","1H4","1","2","#HenryV_H5"
"49","1H4","1","2","#Poins_1H4"
"50","1H4","1","2","#Falstaff_1H4"
"51","1H4","1","2","#Poins_1H4"
"52","1H4","1","2","#Falstaff_1H4"
"53","1H4","1","2","#HenryV_H5"
"54","1H4","1","2","#Falstaff_1H4"
"55","1H4","1","2","#HenryV_H5"
"56","1H4","1","2","#Falstaff_1H4"
"57","1H4","1","2","#HenryV_H5"
"58","1H4","1","2","#Falstaff_1H4"
"59","1H4","1","2","#HenryV_H5"
"60","1H4","1","2","#Poins_1H4"
"61","1H4","1","2","#Falstaff_1H4"
"62","1H4","1","2","#HenryV_H5"
"63","1H4","1","2","#Poins_1H4"
"64","1H4","1","2","#HenryV_H5"
"65","1H4","1","2","#Poins_1H4"
"66","1H4","1","2","#HenryV_H5"
"67","1H4","1","2","#Poins_1H4"
"68","1H4","1","2","#HenryV_H5"
"69","1H4","1","2","#Poins_1H4"
"70","1H4","1","2","#HenryV_H5"
"71","1H4","1","2","#Poins_1H4"
"72","1H4","1","2","#HenryV_H5"
"73","1H4","SD 1","3","#HenryIV_1H4"
"74","1H4","1","3","#Worcester_1H4"
"75","1H4","1","3","#Northumberland_R2"
"76","1H4","1","3","#HenryIV_1H4"
"77","1H4","1","3","#Northumberland_R2"
"78","1H4","1","3","#Hotspur_R2"
"79","1H4","1","3","#Blunt_1H4"
"80","1H4","1","3","#HenryIV_1H4"
"81","1H4","1","3","#Hotspur_R2"
"82","1H4","1","3","#HenryIV_1H4"
"83","1H4","1","3","#Hotspur_R2"
"84","1H4","1","3","#Northumberland_R2"
"85","1H4","1","3","#Hotspur_R2"
"86","1H4","1","3","#Northumberland_R2"
"87","1H4","1","3","#Worcester_1H4"
"88","1H4","1","3","#Hotspur_R2"
"89","1H4","1","3","#Worcester_1H4"
"90","1H4","1","3","#Northumberland_R2"
"91","1H4","1","3","#Worcester_1H4"
"92","1H4","1","3","#Hotspur_R2"
"93","1H4","1","3","#Northumberland_R2"
"94","1H4","1","3","#Hotspur_R2"
"95","1H4","1","3","#Worcester_1H4"
"96","1H4","1","3","#Hotspur_R2"
"97","1H4","SD 1","3","#Northumberland_R2"
"98","1H4","1","3","#Hotspur_R2"
"99","1H4","1","3","#Worcester_1H4"
"100","1H4","1","3","#Hotspur_R2"
"101","1H4","1","3","#Worcester_1H4"
"102","1H4","1","3","#Hotspur_R2"
"103","1H4","1","3","#Worcester_1H4"
"104","1H4","1","3","#Hotspur_R2"
"105","1H4","1","3","#Worcester_1H4"
"106","1H4","1","3","#Hotspur_R2"
"107","1H4","1","3","#Worcester_1H4"
"108","1H4","SD 1","3","#Northumberland_R2"
"109","1H4","1","3","#Hotspur_R2"
"110","1H4","1","3","#Northumberland_R2"
"111","1H4","1","3","#Hotspur_R2"
"112","1H4","1","3","#Worcester_1H4"
"113","1H4","1","3","#Hotspur_R2"
"114","1H4","1","3","#Worcester_1H4"
"115","1H4","1","3","#Hotspur_R2"
"116","1H4","1","3","#Worcester_1H4"
"117","1H4","1","3","#Hotspur_R2"
"118","1H4","1","3","#Northumberland_R2"
"119","1H4","1","3","#Hotspur_R2"
"120","1H4","1","3","#Worcester_1H4"
"121","1H4","1","3","#Hotspur_R2"
"122","1H4","1","3","#Worcester_1H4"
"123","1H4","1","3","#Hotspur_R2"
"124","1H4","1","3","#Worcester_1H4"
"125","1H4","1","3","#Northumberland_R2"
"126","1H4","1","3","#Hotspur_R2"
"127","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"128","1H4","SD 2","1","#Ostler_1H4"
"129","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"130","1H4","2","1","#TRAVELERS.CARRIERS.2_1H4"
"131","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"132","1H4","2","1","#TRAVELERS.CARRIERS.2_1H4"
"133","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"134","1H4","2","1","#TRAVELERS.CARRIERS.2_1H4"
"135","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"136","1H4","2","1","#TRAVELERS.CARRIERS.2_1H4"
"137","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"138","1H4","2","1","#Gadshill_1H4"
"139","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"140","1H4","2","1","#Gadshill_1H4"
"141","1H4","2","1","#TRAVELERS.CARRIERS.1_1H4"
"142","1H4","SD 2","1","#Gadshill_1H4"
"143","1H4","2","1","#TRAVELERS.CARRIERS.2_1H4"
"144","1H4","2","1","#Gadshill_1H4"
"145","1H4","2","1","#TRAVELERS.CARRIERS.2_1H4"
"146","1H4","2","1","#Gadshill_1H4"
"147","1H4","2","1","#Chamberlain_1H4"
"148","1H4","2","1","#Gadshill_1H4"
"149","1H4","2","1","#Chamberlain_1H4"
"150","1H4","2","1","#Gadshill_1H4"
"151","1H4","2","1","#Chamberlain_1H4"
"152","1H4","2","1","#Gadshill_1H4"
"153","1H4","2","1","#Chamberlain_1H4"
"154","1H4","2","1","#Gadshill_1H4"
"155","1H4","2","1","#Chamberlain_1H4"
"156","1H4","2","1","#Gadshill_1H4"
"157","1H4","2","1","#Chamberlain_1H4"
"158","1H4","2","1","#Gadshill_1H4"
"159","1H4","2","2","#Poins_1H4"
"160","1H4","2","2","#HenryV_H5"
"161","1H4","2","2","#Falstaff_1H4"
"162","1H4","2","2","#HenryV_H5"
"163","1H4","2","2","#Falstaff_1H4"
"164","1H4","2","2","#HenryV_H5"
"165","1H4","2","2","#Falstaff_1H4"
"166","1H4","2","2","#HenryV_H5"
"167","1H4","2","2","#Falstaff_1H4"
"168","1H4","2","2","#HenryV_H5"
"169","1H4","2","2","#Falstaff_1H4"
"170","1H4","2","2","#HenryV_H5"
"171","1H4","2","2","#Falstaff_1H4"
"172","1H4","2","2","#Gadshill_1H4"
"173","1H4","2","2","#Falstaff_1H4"
"174","1H4","2","2","#Poins_1H4"
"175","1H4","2","2","#Bardolph_1H4"
"176","1H4","2","2","#Gadshill_1H4"
"177","1H4","2","2","#Falstaff_1H4"
"178","1H4","2","2","#Gadshill_1H4"
"179","1H4","2","2","#Falstaff_1H4"
"180","1H4","2","2","#HenryV_H5"
"181","1H4","2","2","#Peto_1H4"
"182","1H4","2","2","#Gadshill_1H4"
"183","1H4","2","2","#Falstaff_1H4"
"184","1H4","2","2","#HenryV_H5"
"185","1H4","2","2","#Falstaff_1H4"
"186","1H4","2","2","#HenryV_H5"
"187","1H4","2","2","#Poins_1H4"
"188","1H4","2","2","#Falstaff_1H4"
"189","1H4","SD 2","2","#HenryV_H5"
"190","1H4","SD 2","2","#Poins_1H4"
"191","1H4","2","2","#Falstaff_1H4"
"192","1H4","2","2","#TRAVELERS.GENTLEMEN.0.1_1H4"
"193","1H4","SD 2","2","#Falstaff_1H4 #Bardolph_1H4 #Peto_1H4 #Gadshill_1H4"
"194","1H4","2","2","#TRAVELERS.CARRIERS_1H4 #TRAVELERS.GENTLEMEN_1H4"
"195","1H4","2","2","#Falstaff_1H4"
"196","1H4","2","2","#TRAVELERS.GENTLEMEN_1H4"
"197","1H4","2","2","#Falstaff_1H4"
"198","1H4","2","2","#HenryV_H5"
"199","1H4","2","2","#Poins_1H4"
"200","1H4","2","2","#Falstaff_1H4"
"201","1H4","2","2","#HenryV_H5"
"202","1H4","2","2","#Poins_1H4"
"203","1H4","2","2","#HenryV_H5"
"204","1H4","2","2","#Poins_1H4"
"205","1H4","2","3","#Hotspur_R2"
"206","1H4","2","3","#LadyPercy_1H4"
"207","1H4","2","3","#Hotspur_R2"
"208","1H4","2","3","#SERVANTS.HOTSPUR.1_1H4"
"209","1H4","2","3","#Hotspur_R2"
"210","1H4","2","3","#SERVANTS.HOTSPUR.1_1H4"
"211","1H4","2","3","#Hotspur_R2"
"212","1H4","2","3","#SERVANTS.HOTSPUR.1_1H4"
"213","1H4","2","3","#Hotspur_R2"
"214","1H4","2","3","#LadyPercy_1H4"
"215","1H4","2","3","#Hotspur_R2"
"216","1H4","2","3","#LadyPercy_1H4"
"217","1H4","2","3","#Hotspur_R2"
"218","1H4","2","3","#LadyPercy_1H4"
"219","1H4","2","3","#Hotspur_R2"
"220","1H4","2","3","#LadyPercy_1H4"
"221","1H4","2","3","#Hotspur_R2"
"222","1H4","2","3","#LadyPercy_1H4"
"223","1H4","2","3","#Hotspur_R2"
"224","1H4","2","3","#LadyPercy_1H4"
"225","1H4","2","3","#Hotspur_R2"
"226","1H4","2","3","#LadyPercy_1H4"
"227","1H4","2","4","#HenryV_H5"
"228","1H4","2","4","#Poins_1H4"
"229","1H4","2","4","#HenryV_H5"
"230","1H4","SD 2","4","#Poins_1H4"
"231","1H4","2","4","#HenryV_H5"
"232","1H4","SD 2","4","#Poins_1H4"
"233","1H4","2","4","#DRAWERS.Francis_1H4"
"234","1H4","2","4","#HenryV_H5"
"235","1H4","2","4","#DRAWERS.Francis_1H4"
"236","1H4","2","4","#HenryV_H5"
"237","1H4","2","4","#DRAWERS.Francis_1H4"
"238","1H4","SD 2","4","#Poins_1H4"
"239","1H4","2","4","#DRAWERS.Francis_1H4"
"240","1H4","2","4","#HenryV_H5"
"241","1H4","2","4","#DRAWERS.Francis_1H4"
"242","1H4","SD 2","4","#Poins_1H4"
"243","1H4","2","4","#DRAWERS.Francis_1H4"
"244","1H4","2","4","#HenryV_H5"
"245","1H4","2","4","#DRAWERS.Francis_1H4"
"246","1H4","SD 2","4","#Poins_1H4"
"247","1H4","2","4","#DRAWERS.Francis_1H4"
"248","1H4","2","4","#HenryV_H5"
"249","1H4","2","4","#DRAWERS.Francis_1H4"
"250","1H4","2","4","#HenryV_H5"
"251","1H4","SD 2","4","#Poins_1H4"
"252","1H4","2","4","#DRAWERS.Francis_1H4"
"253","1H4","2","4","#HenryV_H5"
"254","1H4","2","4","#DRAWERS.Francis_1H4"
"255","1H4","2","4","#HenryV_H5"
"256","1H4","2","4","#DRAWERS.Francis_1H4"
"257","1H4","2","4","#HenryV_H5"
"258","1H4","2","4","#DRAWERS.Francis_1H4"
"259","1H4","SD 2","4","#Poins_1H4"
"260","1H4","2","4","#HenryV_H5"
"261","1H4","2","4","#Vintner_1H4"
"262","1H4","2","4","#HenryV_H5"
"263","1H4","2","4","#Poins_1H4"
"264","1H4","2","4","#HenryV_H5"
"265","1H4","2","4","#Poins_1H4"
"266","1H4","2","4","#HenryV_H5"
"267","1H4","2","4","#DRAWERS.Francis_1H4"
"268","1H4","2","4","#HenryV_H5"
"269","1H4","2","4","#Poins_1H4"
"270","1H4","2","4","#Falstaff_1H4"
"271","1H4","2","4","#HenryV_H5"
"272","1H4","SD 2","4","#Falstaff_1H4"
"273","1H4","2","4","#HenryV_H5"
"274","1H4","2","4","#Falstaff_1H4"
"275","1H4","2","4","#HenryV_H5"
"276","1H4","2","4","#Falstaff_1H4"
"277","1H4","2","4","#Poins_1H4"
"278","1H4","2","4","#Falstaff_1H4"
"279","1H4","2","4","#HenryV_H5"
"280","1H4","2","4","#Falstaff_1H4"
"281","1H4","2","4","#HenryV_H5"
"282","1H4","2","4","#Falstaff_1H4"
"283","1H4","2","4","#HenryV_H5"
"284","1H4","2","4","#Falstaff_1H4"
"285","1H4","2","4","#HenryV_H5"
"286","1H4","2","4","#Falstaff_1H4"
"287","1H4","2","4","#HenryV_H5"
"288","1H4","2","4","#Bardolph_1H4"
"289","1H4","2","4","#Falstaff_1H4"
"290","1H4","2","4","#Bardolph_1H4"
"291","1H4","2","4","#Peto_1H4"
"292","1H4","2","4","#Falstaff_1H4"
"293","1H4","2","4","#Bardolph_1H4"
"294","1H4","2","4","#Falstaff_1H4"
"295","1H4","2","4","#HenryV_H5"
"296","1H4","2","4","#Falstaff_1H4"
"297","1H4","2","4","#HenryV_H5"
"298","1H4","2","4","#Falstaff_1H4"
"299","1H4","2","4","#HenryV_H5"
"300","1H4","2","4","#Falstaff_1H4"
"301","1H4","2","4","#Poins_1H4"
"302","1H4","2","4","#Falstaff_1H4"
"303","1H4","2","4","#HenryV_H5"
"304","1H4","2","4","#Falstaff_1H4"
"305","1H4","2","4","#Poins_1H4"
"306","1H4","2","4","#Falstaff_1H4"
"307","1H4","SD 2","4","#HenryV_H5"
"308","1H4","2","4","#Falstaff_1H4"
"309","1H4","2","4","#HenryV_H5"
"310","1H4","2","4","#Falstaff_1H4"
"311","1H4","2","4","#HenryV_H5"
"312","1H4","2","4","#Falstaff_1H4"
"313","1H4","2","4","#Poins_1H4"
"314","1H4","2","4","#Falstaff_1H4"
"315","1H4","2","4","#HenryV_H5"
"316","1H4","2","4","#Falstaff_1H4"
"317","1H4","2","4","#HenryV_H5"
"318","1H4","2","4","#Falstaff_1H4"
"319","1H4","2","4","#HenryV_H5"
"320","1H4","2","4","#Poins_1H4"
"321","1H4","2","4","#Falstaff_1H4"
"322","1H4","2","4","#HenryV_H5"
"323","1H4","2","4","#Falstaff_1H4"
"324","1H4","2","4","#HenryV_H5"
"325","1H4","2","4","#Poins_1H4"
"326","1H4","2","4","#HenryV_H5"
"327","1H4","2","4","#Poins_1H4"
"328","1H4","2","4","#Falstaff_1H4"
"329","1H4","2","4","#HenryV_H5"
"330","1H4","2","4","#Falstaff_1H4"
"331","1H4","2","4","#MistressQuickly_1H4"
"332","1H4","2","4","#HenryV_H5"
"333","1H4","2","4","#MistressQuickly_1H4"
"334","1H4","2","4","#HenryV_H5"
"335","1H4","2","4","#Falstaff_1H4"
"336","1H4","2","4","#MistressQuickly_1H4"
"337","1H4","2","4","#Falstaff_1H4"
"338","1H4","2","4","#HenryV_H5"
"339","1H4","2","4","#Falstaff_1H4"
"340","1H4","2","4","#HenryV_H5"
"341","1H4","2","4","#Bardolph_1H4"
"342","1H4","2","4","#HenryV_H5"
"343","1H4","2","4","#Peto_1H4"
"344","1H4","2","4","#Bardolph_1H4"
"345","1H4","2","4","#HenryV_H5"
"346","1H4","2","4","#Bardolph_1H4"
"347","1H4","2","4","#HenryV_H5"
"348","1H4","2","4","#Bardolph_1H4"
"349","1H4","2","4","#HenryV_H5"
"350","1H4","2","4","#Bardolph_1H4"
"351","1H4","2","4","#HenryV_H5"
"352","1H4","2","4","#Falstaff_1H4"
"353","1H4","2","4","#Poins_1H4"
"354","1H4","2","4","#Falstaff_1H4"
"355","1H4","2","4","#HenryV_H5"
"356","1H4","2","4","#Falstaff_1H4"
"357","1H4","2","4","#HenryV_H5"
"358","1H4","2","4","#Falstaff_1H4"
"359","1H4","2","4","#HenryV_H5"
"360","1H4","2","4","#Falstaff_1H4"
"361","1H4","2","4","#HenryV_H5"
"362","1H4","2","4","#Falstaff_1H4"
"363","1H4","2","4","#HenryV_H5"
"364","1H4","2","4","#Falstaff_1H4"
"365","1H4","2","4","#HenryV_H5"
"366","1H4","2","4","#Falstaff_1H4"
"367","1H4","2","4","#HenryV_H5"
"368","1H4","2","4","#Falstaff_1H4"
"369","1H4","2","4","#HenryV_H5"
"370","1H4","2","4","#Falstaff_1H4"
"371","1H4","SD 2","4","#HenryV_H5"
"372","1H4","2","4","#Falstaff_1H4"
"373","1H4","2","4","#MistressQuickly_1H4"
"374","1H4","SD 2","4","#Falstaff_1H4"
"375","1H4","2","4","#MistressQuickly_1H4"
"376","1H4","SD 2","4","#Falstaff_1H4"
"377","1H4","2","4","#MistressQuickly_1H4"
"378","1H4","2","4","#Falstaff_1H4"
"379","1H4","2","4","#HenryV_H5"
"380","1H4","SD 2","4","#Falstaff_1H4"
"381","1H4","2","4","#HenryV_H5"
"382","1H4","SD 2","4","#Falstaff_1H4"
"383","1H4","SD 2","4","#HenryV_H5"
"384","1H4","2","4","#Falstaff_1H4"
"385","1H4","SD 2","4","#HenryV_H5"
"386","1H4","SD 2","4","#Falstaff_1H4"
"387","1H4","SD 2","4","#HenryV_H5"
"388","1H4","SD 2","4","#Falstaff_1H4"
"389","1H4","SD 2","4","#HenryV_H5"
"390","1H4","SD 2","4","#Falstaff_1H4"
"391","1H4","SD 2","4","#HenryV_H5"
"392","1H4","SD 2","4","#Falstaff_1H4"
"393","1H4","SD 2","4","#HenryV_H5"
"394","1H4","SD 2","4","#Falstaff_1H4"
"395","1H4","2","4","#HenryV_H5"
"396","1H4","2","4","#Bardolph_1H4"
"397","1H4","2","4","#Falstaff_1H4"
"398","1H4","2","4","#MistressQuickly_1H4"
"399","1H4","2","4","#HenryV_H5"
"400","1H4","2","4","#MistressQuickly_1H4"
"401","1H4","2","4","#Falstaff_1H4"
"402","1H4","2","4","#HenryV_H5"
"403","1H4","2","4","#Falstaff_1H4"
"404","1H4","SD 2","4","#HenryV_H5"
"405","1H4","2","4","#Falstaff_1H4"
"406","1H4","2","4","#HenryV_H5"
"407","1H4","2","4","#HenryV_H5"
"408","1H4","2","4","#Sheriff_1H4"
"409","1H4","2","4","#HenryV_H5"
"410","1H4","2","4","#Sheriff_1H4"
"411","1H4","2","4","#TRAVELERS.CARRIERS.X_1H4"
"412","1H4","2","4","#HenryV_H5"
"413","1H4","2","4","#Sheriff_1H4"
"414","1H4","2","4","#HenryV_H5"
"415","1H4","2","4","#Sheriff_1H4"
"416","1H4","2","4","#HenryV_H5"
"417","1H4","2","4","#Sheriff_1H4"
"418","1H4","2","4","#HenryV_H5"
"419","1H4","2","4","#Peto_1H4"
"420","1H4","2","4","#HenryV_H5"
"421","1H4","2","4","#Peto_1H4"
"422","1H4","2","4","#HenryV_H5"
"423","1H4","SD 2","4","#Peto_1H4"
"424","1H4","2","4","#HenryV_H5"
"425","1H4","2","4","#Peto_1H4"
"426","1H4","3","1","#Mortimer_1H4"
"427","1H4","3","1","#Hotspur_R2"
"428","1H4","3","1","#Glendower_1H4"
"429","1H4","3","1","#Hotspur_R2"
"430","1H4","3","1","#Glendower_1H4"
"431","1H4","3","1","#Hotspur_R2"
"432","1H4","3","1","#Glendower_1H4"
"433","1H4","3","1","#Hotspur_R2"
"434","1H4","3","1","#Glendower_1H4"
"435","1H4","3","1","#Hotspur_R2"
"436","1H4","3","1","#Glendower_1H4"
"437","1H4","3","1","#Hotspur_R2"
"438","1H4","3","1","#Mortimer_1H4"
"439","1H4","3","1","#Glendower_1H4"
"440","1H4","3","1","#Hotspur_R2"
"441","1H4","3","1","#Glendower_1H4"
"442","1H4","3","1","#Hotspur_R2"
"443","1H4","3","1","#Mortimer_1H4"
"444","1H4","3","1","#Glendower_1H4"
"445","1H4","3","1","#Hotspur_R2"
"446","1H4","3","1","#Glendower_1H4"
"447","1H4","3","1","#Mortimer_1H4"
"448","1H4","3","1","#Glendower_1H4"
"449","1H4","SD 3","1","#Hotspur_R2"
"450","1H4","3","1","#Glendower_1H4"
"451","1H4","SD 3","1","#Mortimer_1H4"
"452","1H4","3","1","#Worcester_1H4"
"453","1H4","3","1","#Hotspur_R2"
"454","1H4","3","1","#Glendower_1H4"
"455","1H4","3","1","#Hotspur_R2"
"456","1H4","3","1","#Glendower_1H4"
"457","1H4","3","1","#Hotspur_R2"
"458","1H4","3","1","#Glendower_1H4"
"459","1H4","3","1","#Hotspur_R2"
"460","1H4","3","1","#Glendower_1H4"
"461","1H4","3","1","#Hotspur_R2"
"462","1H4","3","1","#Glendower_1H4"
"463","1H4","3","1","#Hotspur_R2"
"464","1H4","3","1","#Glendower_1H4"
"465","1H4","3","1","#Mortimer_1H4"
"466","1H4","3","1","#Hotspur_R2"
"467","1H4","3","1","#Mortimer_1H4"
"468","1H4","SD 3","1","#Worcester_1H4"
"469","1H4","3","1","#Hotspur_R2"
"470","1H4","3","1","#Mortimer_1H4"
"471","1H4","3","1","#Glendower_1H4"
"472","1H4","3","1","#Mortimer_1H4"
"473","1H4","3","1","#Glendower_1H4"
"474","1H4","3","1","#Mortimer_1H4"
"475","1H4","3","1","#Glendower_1H4"
"476","1H4","3","1","#Mortimer_1H4"
"477","1H4","3","1","#Glendower_1H4"
"478","1H4","3","1","#Mortimer_1H4"
"479","1H4","3","1","#Glendower_1H4"
"480","1H4","3","1","#Hotspur_R2"
"481","1H4","3","1","#LadyPercy_1H4"
"482","1H4","3","1","#Hotspur_R2"
"483","1H4","3","1","#LadyPercy_1H4"
"484","1H4","3","1","#Hotspur_R2"
"485","1H4","3","1","#LadyPercy_1H4"
"486","1H4","3","1","#Hotspur_R2"
"487","1H4","3","1","#LadyPercy_1H4"
"488","1H4","3","1","#Hotspur_R2"
"489","1H4","3","1","#LadyPercy_1H4"
"490","1H4","3","1","#Hotspur_R2"
"491","1H4","3","1","#LadyPercy_1H4"
"492","1H4","3","1","#Hotspur_R2"
"493","1H4","3","1","#Hotspur_R2"
"494","1H4","3","1","#LadyPercy_1H4"
"495","1H4","3","1","#Hotspur_R2"
"496","1H4","3","1","#LadyPercy_1H4"
"497","1H4","3","1","#Hotspur_R2"
"498","1H4","3","1","#Glendower_1H4"
"499","1H4","3","1","#Mortimer_1H4"
"500","1H4","3","2","#HenryIV_1H4"
"501","1H4","3","2","#HenryV_H5"
"502","1H4","3","2","#HenryIV_1H4"
"503","1H4","3","2","#HenryV_H5"
"504","1H4","3","2","#HenryIV_1H4"
"505","1H4","3","2","#HenryV_H5"
"506","1H4","3","2","#HenryIV_1H4"
"507","1H4","3","2","#Blunt_1H4"
"508","1H4","3","2","#HenryIV_1H4"
"509","1H4","3","3","#Falstaff_1H4"
"510","1H4","3","3","#Bardolph_1H4"
"511","1H4","3","3","#Falstaff_1H4"
"512","1H4","3","3","#Bardolph_1H4"
"513","1H4","3","3","#Falstaff_1H4"
"514","1H4","3","3","#Bardolph_1H4"
"515","1H4","3","3","#Falstaff_1H4"
"516","1H4","3","3","#Bardolph_1H4"
"517","1H4","3","3","#Falstaff_1H4"
"518","1H4","3","3","#MistressQuickly_1H4"
"519","1H4","3","3","#Falstaff_1H4"
"520","1H4","3","3","#MistressQuickly_1H4"
"521","1H4","3","3","#Falstaff_1H4"
"522","1H4","3","3","#MistressQuickly_1H4"
"523","1H4","3","3","#Falstaff_1H4"
"524","1H4","3","3","#MistressQuickly_1H4"
"525","1H4","SD 3","3","#Falstaff_1H4"
"526","1H4","3","3","#MistressQuickly_1H4"
"527","1H4","3","3","#Falstaff_1H4"
"528","1H4","SD 3","3","#MistressQuickly_1H4"
"529","1H4","3","3","#Falstaff_1H4"
"530","1H4","3","3","#Bardolph_1H4"
"531","1H4","SD 3","3","#MistressQuickly_1H4"
"532","1H4","3","3","#HenryV_H5"
"533","1H4","3","3","#MistressQuickly_1H4"
"534","1H4","3","3","#Falstaff_1H4"
"535","1H4","3","3","#HenryV_H5"
"536","1H4","3","3","#Falstaff_1H4"
"537","1H4","3","3","#HenryV_H5"
"538","1H4","3","3","#Falstaff_1H4"
"539","1H4","3","3","#HenryV_H5"
"540","1H4","3","3","#MistressQuickly_1H4"
"541","1H4","3","3","#HenryV_H5"
"542","1H4","3","3","#MistressQuickly_1H4"
"543","1H4","3","3","#Falstaff_1H4"
"544","1H4","3","3","#MistressQuickly_1H4"
"545","1H4","3","3","#Falstaff_1H4"
"546","1H4","3","3","#MistressQuickly_1H4"
"547","1H4","3","3","#Falstaff_1H4"
"548","1H4","3","3","#MistressQuickly_1H4"
"549","1H4","3","3","#Falstaff_1H4"
"550","1H4","3","3","#HenryV_H5"
"551","1H4","3","3","#Falstaff_1H4"
"552","1H4","3","3","#MistressQuickly_1H4"
"553","1H4","3","3","#HenryV_H5"
"554","1H4","3","3","#MistressQuickly_1H4"
"555","1H4","3","3","#HenryV_H5"
"556","1H4","3","3","#Falstaff_1H4"
"557","1H4","3","3","#MistressQuickly_1H4"
"558","1H4","3","3","#Falstaff_1H4"
"559","1H4","3","3","#Bardolph_1H4"
"560","1H4","3","3","#Falstaff_1H4"
"561","1H4","3","3","#HenryV_H5"
"562","1H4","3","3","#Falstaff_1H4"
"563","1H4","3","3","#HenryV_H5"
"564","1H4","3","3","#Falstaff_1H4"
"565","1H4","3","3","#HenryV_H5"
"566","1H4","3","3","#Falstaff_1H4"
"567","1H4","3","3","#HenryV_H5"
"568","1H4","3","3","#Falstaff_1H4"
"569","1H4","3","3","#HenryV_H5"
"570","1H4","3","3","#Falstaff_1H4"
"571","1H4","3","3","#HenryV_H5"
"572","1H4","3","3","#Falstaff_1H4"
"573","1H4","3","3","#Bardolph_1H4"
"574","1H4","3","3","#HenryV_H5"
"575","1H4","3","3","#Falstaff_1H4"
"576","1H4","3","3","#HenryV_H5"
"577","1H4","3","3","#Bardolph_1H4"
"578","1H4","SD 3","3","#HenryV_H5"
"579","1H4","3","3","#Falstaff_1H4"
"580","1H4","4","1","#Hotspur_R2"
"581","1H4","4","1","#Douglas_1H4"
"582","1H4","4","1","#Hotspur_R2"
"583","1H4","4","1","#MESSENGERS.X_1H4"
"584","1H4","4","1","#Hotspur_R2"
"585","1H4","4","1","#MESSENGERS.X_1H4"
"586","1H4","4","1","#Hotspur_R2"
"587","1H4","SD 4","1","#MESSENGERS.X_1H4"
"588","1H4","4","1","#Worcester_1H4"
"589","1H4","4","1","#MESSENGERS.X_1H4"
"590","1H4","4","1","#Worcester_1H4"
"591","1H4","4","1","#Hotspur_R2"
"592","1H4","4","1","#Worcester_1H4"
"593","1H4","4","1","#Hotspur_R2"
"594","1H4","4","1","#Douglas_1H4"
"595","1H4","4","1","#Hotspur_R2"
"596","1H4","4","1","#Worcester_1H4"
"597","1H4","4","1","#Hotspur_R2"
"598","1H4","4","1","#Douglas_1H4"
"599","1H4","4","1","#Hotspur_R2"
"600","1H4","4","1","#Vernon_1H4"
"601","1H4","4","1","#Hotspur_R2"
"602","1H4","4","1","#Vernon_1H4"
"603","1H4","4","1","#Hotspur_R2"
"604","1H4","4","1","#Vernon_1H4"
