"","PLAY","ACT","SCENE","CHARACTER"
"6558","AWW","3","2","#GENTLEMEN.1_AWW"
"6559","AWW","3","2","#Countess_AWW"
"6560","AWW","3","2","#GENTLEMEN.2_AWW"
"6561","AWW","3","2","#Countess_AWW"
"6562","AWW","3","2","#Helen_AWW"
"6563","AWW","SD 3","3","#Duke_AWW"
"6564","AWW","3","3","#Bertram_AWW"
"6565","AWW","3","3","#Duke_AWW"
"6566","AWW","3","3","#Bertram_AWW"
"6567","AWW","3","4","#Countess_AWW"
"6568","AWW","SD 3","4","#Steward_AWW"
"6569","AWW","3","4","#Countess_AWW"
"6570","AWW","3","4","#Steward_AWW"
"6571","AWW","3","4","#Countess_AWW"
"6572","AWW","3","5","#Widow_AWW"
"6573","AWW","3","5","#Diana_AWW"
"6574","AWW","3","5","#Widow_AWW"
"6575","AWW","3","5","#Mariana_AWW"
"6576","AWW","SD 3","5","#Widow_AWW"
"6577","AWW","3","5","#Mariana_AWW"
"6578","AWW","3","5","#Diana_AWW"
"6579","AWW","3","5","#Widow_AWW"
"6580","AWW","SD 3","5","#Helen_AWW"
"6581","AWW","3","5","#Widow_AWW"
"6582","AWW","SD 3","5","#Helen_AWW"
"6583","AWW","3","5","#Widow_AWW"
"6584","AWW","SD 3","5","#Helen_AWW"
"6585","AWW","3","5","#Widow_AWW"
"6586","AWW","SD 3","5","#Helen_AWW"
"6587","AWW","3","5","#Widow_AWW"
"6588","AWW","SD 3","5","#Helen_AWW"
"6589","AWW","3","5","#Widow_AWW"
"6590","AWW","SD 3","5","#Helen_AWW"
"6591","AWW","3","5","#Diana_AWW"
"6592","AWW","SD 3","5","#Helen_AWW"
"6593","AWW","3","5","#Diana_AWW"
"6594","AWW","SD 3","5","#Helen_AWW"
"6595","AWW","3","5","#Diana_AWW"
"6596","AWW","SD 3","5","#Helen_AWW"
"6597","AWW","3","5","#Diana_AWW"
"6598","AWW","SD 3","5","#Helen_AWW"
"6599","AWW","3","5","#Diana_AWW"
"6600","AWW","3","5","#Widow_AWW"
"6601","AWW","SD 3","5","#Helen_AWW"
"6602","AWW","3","5","#Widow_AWW"
"6603","AWW","3","5","#Mariana_AWW"
"6604","AWW","3","5","#Widow_AWW"
"6605","AWW","SD 3","5","#Helen_AWW"
"6606","AWW","3","5","#Diana_AWW"
"6607","AWW","SD 3","5","#Helen_AWW"
"6608","AWW","3","5","#Diana_AWW"
"6609","AWW","SD 3","5","#Helen_AWW"
"6610","AWW","3","5","#Diana_AWW"
"6611","AWW","SD 3","5","#Helen_AWW"
"6612","AWW","3","5","#Parolles_AWW"
"6613","AWW","3","5","#Mariana_AWW"
"6614","AWW","SD 3","5","#Widow_AWW"
"6615","AWW","SD 3","5","#Mariana_AWW"
"6616","AWW","3","5","#Widow_AWW"
"6617","AWW","SD 3","5","#Helen_AWW"
"6618","AWW","3","5","#Widow_AWW #Diana_AWW"
"6619","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6620","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6621","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6622","AWW","3","6","#Bertram_AWW"
"6623","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6624","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6625","AWW","3","6","#Bertram_AWW"
"6626","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6627","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6628","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6629","AWW","SD 3","6","#LORDS.DUMAINE.1_AWW"
"6630","AWW","SD 3","6","#Bertram_AWW"
"6631","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6632","AWW","3","6","#Parolles_AWW"
"6633","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6634","AWW","3","6","#Bertram_AWW"
"6635","AWW","3","6","#Parolles_AWW"
"6636","AWW","3","6","#Bertram_AWW"
"6637","AWW","3","6","#Parolles_AWW"
"6638","AWW","3","6","#Bertram_AWW"
"6639","AWW","3","6","#Parolles_AWW"
"6640","AWW","3","6","#Bertram_AWW"
"6641","AWW","3","6","#Parolles_AWW"
"6642","AWW","3","6","#Bertram_AWW"
"6643","AWW","3","6","#Parolles_AWW"
"6644","AWW","3","6","#Bertram_AWW"
"6645","AWW","3","6","#Parolles_AWW"
"6646","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6647","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6648","AWW","3","6","#Bertram_AWW"
"6649","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6650","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6651","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6652","AWW","3","6","#Bertram_AWW"
"6653","AWW","3","6","#LORDS.DUMAINE.1_AWW"
"6654","AWW","3","6","#Bertram_AWW"
"6655","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6656","AWW","3","6","#Bertram_AWW"
"6657","AWW","3","6","#LORDS.DUMAINE.2_AWW"
"6658","AWW","3","7","#Helen_AWW"
"6659","AWW","3","7","#Widow_AWW"
"6660","AWW","3","7","#Helen_AWW"
"6661","AWW","3","7","#Widow_AWW"
"6662","AWW","3","7","#Helen_AWW"
"6663","AWW","3","7","#Widow_AWW"
"6664","AWW","3","7","#Helen_AWW"
"6665","AWW","3","7","#Widow_AWW"
"6666","AWW","3","7","#Helen_AWW"
"6667","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6668","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6669","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6670","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6671","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6672","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6673","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6674","AWW","4","1","#Parolles_AWW"
"6675","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6676","AWW","4","1","#Parolles_AWW"
"6677","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6678","AWW","4","1","#Parolles_AWW"
"6679","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6680","AWW","4","1","#Parolles_AWW"
"6681","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6682","AWW","4","1","#Parolles_AWW"
"6683","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6684","AWW","4","1","#Parolles_AWW"
"6685","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6686","AWW","4","1","#Parolles_AWW"
"6687","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6688","AWW","4","1","#Parolles_AWW"
"6689","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6690","AWW","4","1","#Parolles_AWW"
"6691","AWW","SD 4","1","#LORDS.DUMAINE.1_AWW"
"6692","AWW","4","1","#SOLDIERS_AWW"
"6693","AWW","4","1","#Parolles_AWW"
"6694","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6695","AWW","4","1","#Parolles_AWW"
"6696","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6697","AWW","4","1","#Parolles_AWW"
"6698","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6699","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6700","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6701","AWW","4","1","#Parolles_AWW"
"6702","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6703","AWW","4","1","#Parolles_AWW"
"6704","AWW","4","1","#SOLDIERS.Interpreter_AWW"
"6705","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6706","AWW","4","1","#SOLDIERS.0.1_AWW"
"6707","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6708","AWW","4","1","#SOLDIERS.0.1_AWW"
"6709","AWW","4","1","#LORDS.DUMAINE.1_AWW"
"6710","AWW","4","2","#Bertram_AWW"
"6711","AWW","4","2","#Diana_AWW"
"6712","AWW","4","2","#Bertram_AWW"
"6713","AWW","4","2","#Diana_AWW"
"6714","AWW","4","2","#Bertram_AWW"
"6715","AWW","4","2","#Diana_AWW"
"6716","AWW","4","2","#Bertram_AWW"
"6717","AWW","4","2","#Diana_AWW"
"6718","AWW","4","2","#Bertram_AWW"
"6719","AWW","4","2","#Diana_AWW"
"6720","AWW","4","2","#Bertram_AWW"
"6721","AWW","4","2","#Diana_AWW"
"6722","AWW","4","2","#Bertram_AWW"
"6723","AWW","4","2","#Diana_AWW"
"6724","AWW","4","2","#Bertram_AWW"
"6725","AWW","4","2","#Diana_AWW"
"6726","AWW","4","2","#Bertram_AWW"
"6727","AWW","4","2","#Diana_AWW"
"6728","AWW","4","2","#Bertram_AWW"
"6729","AWW","4","2","#Diana_AWW"
"6730","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6731","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6732","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6733","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6734","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6735","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6736","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6737","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6738","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6739","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6740","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6741","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6742","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6743","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6744","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6745","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6746","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6747","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6748","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6749","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6750","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6751","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6752","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6753","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6754","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6755","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6756","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6757","AWW","4","3","#Servant_AWW"
"6758","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6759","AWW","4","3","#Bertram_AWW"
"6760","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6761","AWW","4","3","#Bertram_AWW"
"6762","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6763","AWW","4","3","#Bertram_AWW"
"6764","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6765","AWW","4","3","#Bertram_AWW"
"6766","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6767","AWW","4","3","#Bertram_AWW"
"6768","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6769","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6770","AWW","4","3","#Parolles_AWW"
"6771","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6772","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6773","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6774","AWW","4","3","#Parolles_AWW"
"6775","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6776","AWW","4","3","#Parolles_AWW"
"6777","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6778","AWW","4","3","#Parolles_AWW"
"6779","AWW","SD 4","3","#Bertram_AWW"
"6780","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6781","AWW","SD 4","3","#LORDS.DUMAINE.2_AWW"
"6782","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6783","AWW","4","3","#Parolles_AWW"
"6784","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6785","AWW","SD 4","3","#Bertram_AWW"
"6786","AWW","4","3","#Parolles_AWW"
"6787","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6788","AWW","4","3","#Parolles_AWW"
"6789","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6790","AWW","4","3","#Parolles_AWW"
"6791","AWW","SD 4","3","#Bertram_AWW"
"6792","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6793","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6794","AWW","4","3","#Parolles_AWW"
"6795","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6796","AWW","4","3","#Parolles_AWW"
"6797","AWW","SD 4","3","#Bertram_AWW"
"6798","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6799","AWW","4","3","#Parolles_AWW"
"6800","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6801","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6802","AWW","4","3","#Parolles_AWW"
"6803","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6804","AWW","4","3","#Parolles_AWW"
"6805","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6806","AWW","4","3","#Parolles_AWW"
"6807","AWW","SD 4","3","#Bertram_AWW"
"6808","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6809","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6810","AWW","4","3","#Parolles_AWW"
"6811","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6812","AWW","4","3","#Parolles_AWW"
"6813","AWW","SD 4","3","#Bertram_AWW"
"6814","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6815","AWW","SD 4","3","#Bertram_AWW"
"6816","AWW","SD 4","3","#LORDS.DUMAINE.2_AWW"
"6817","AWW","SD 4","3","#Bertram_AWW"
"6818","AWW","SD 4","3","#SOLDIERS.Interpreter_AWW"
"6819","AWW","4","3","#Parolles_AWW"
"6820","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6821","AWW","4","3","#Parolles_AWW"
"6822","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6823","AWW","SD 4","3","#Bertram_AWW"
"6824","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6825","AWW","4","3","#Parolles_AWW"
"6826","AWW","SD 4","3","#LORDS.DUMAINE.1_AWW"
"6827","AWW","SD 4","3","#Bertram_AWW"
"6828","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6829","AWW","4","3","#Parolles_AWW"
"6830","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6831","AWW","SD 4","3","#LORDS.DUMAINE.2_AWW"
"6832","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6833","AWW","4","3","#Parolles_AWW"
"6834","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6835","AWW","4","3","#Parolles_AWW"
"6836","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6837","AWW","SD 4","3","#Parolles_AWW"
"6838","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6839","AWW","4","3","#Parolles_AWW"
"6840","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6841","AWW","4","3","#Bertram_AWW"
"6842","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6843","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6844","AWW","4","3","#LORDS.DUMAINE.2_AWW"
"6845","AWW","4","3","#LORDS.DUMAINE.1_AWW"
"6846","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6847","AWW","4","3","#Parolles_AWW"
"6848","AWW","4","3","#SOLDIERS.Interpreter_AWW"
"6849","AWW","4","3","#Parolles_AWW"
"6850","AWW","4","4","#Helen_AWW"
"6851","AWW","4","4","#Widow_AWW"
"6852","AWW","4","4","#Helen_AWW"
"6853","AWW","4","4","#Diana_AWW"
"6854","AWW","4","4","#Helen_AWW"
"6855","AWW","4","5","#Lafew_AWW"
"6856","AWW","4","5","#Countess_AWW"
"6857","AWW","4","5","#Lafew_AWW"
"6858","AWW","4","5","#Fool_AWW"
"6859","AWW","4","5","#Lafew_AWW"
"6860","AWW","4","5","#Fool_AWW"
"6861","AWW","4","5","#Lafew_AWW"
"6862","AWW","4","5","#Fool_AWW"
"6863","AWW","4","5","#Lafew_AWW"
"6864","AWW","4","5","#Fool_AWW"
"6865","AWW","4","5","#Lafew_AWW"
"6866","AWW","4","5","#Fool_AWW"
"6867","AWW","4","5","#Lafew_AWW"
"6868","AWW","4","5","#Fool_AWW"
"6869","AWW","4","5","#Lafew_AWW"
"6870","AWW","4","5","#Fool_AWW"
"6871","AWW","4","5","#Lafew_AWW"
"6872","AWW","4","5","#Fool_AWW"
"6873","AWW","4","5","#Lafew_AWW"
"6874","AWW","4","5","#Fool_AWW"
"6875","AWW","SD 4","5","#Lafew_AWW"
"6876","AWW","4","5","#Fool_AWW"
"6877","AWW","4","5","#Lafew_AWW"
"6878","AWW","4","5","#Fool_AWW"
"6879","AWW","4","5","#Lafew_AWW"
"6880","AWW","4","5","#Countess_AWW"
"6881","AWW","4","5","#Lafew_AWW"
"6882","AWW","4","5","#Countess_AWW"
"6883","AWW","4","5","#Lafew_AWW"
"6884","AWW","4","5","#Countess_AWW"
"6885","AWW","4","5","#Lafew_AWW"
"6886","AWW","4","5","#Countess_AWW"
"6887","AWW","4","5","#Lafew_AWW"
"6888","AWW","4","5","#Fool_AWW"
"6889","AWW","4","5","#Lafew_AWW"
"6890","AWW","4","5","#Fool_AWW"
"6891","AWW","4","5","#Lafew_AWW"
"6892","AWW","4","5","#Fool_AWW"
"6893","AWW","5","1","#Helen_AWW"
"6894","AWW","5","1","#GENTLEMEN.3_AWW"
"6895","AWW","5","1","#Helen_AWW"
"6896","AWW","5","1","#GENTLEMEN.3_AWW"
"6897","AWW","5","1","#Helen_AWW"
"6898","AWW","5","1","#GENTLEMEN.3_AWW"
"6899","AWW","SD 5","1","#Helen_AWW"
"6900","AWW","5","1","#GENTLEMEN.3_AWW"
"6901","AWW","5","1","#Helen_AWW"
"6902","AWW","5","1","#GENTLEMEN.3_AWW"
"6903","AWW","5","1","#Widow_AWW"
"6904","AWW","5","1","#Helen_AWW"
"6905","AWW","5","1","#GENTLEMEN.3_AWW"
"6906","AWW","SD 5","1","#Helen_AWW"
"6907","AWW","5","1","#GENTLEMEN.3_AWW"
"6908","AWW","5","1","#Helen_AWW"
"6909","AWW","SD 5","2","#Parolles_AWW"
"6910","AWW","5","2","#Fool_AWW"
"6911","AWW","5","2","#Parolles_AWW"
"6912","AWW","5","2","#Fool_AWW"
"6913","AWW","5","2","#Parolles_AWW"
"6914","AWW","5","2","#Fool_AWW"
"6915","AWW","5","2","#Parolles_AWW"
"6916","AWW","5","2","#Lafew_AWW"
"6917","AWW","5","2","#Parolles_AWW"
"6918","AWW","5","2","#Lafew_AWW"
"6919","AWW","5","2","#Parolles_AWW"
"6920","AWW","5","2","#Lafew_AWW"
"6921","AWW","5","2","#Parolles_AWW"
"6922","AWW","5","2","#Lafew_AWW"
"6923","AWW","5","2","#Parolles_AWW"
"6924","AWW","5","2","#Lafew_AWW"
"6925","AWW","5","2","#Parolles_AWW"
"6926","AWW","5","3","#King_AWW"
"6927","AWW","5","3","#Countess_AWW"
"6928","AWW","5","3","#King_AWW"
"6929","AWW","5","3","#Lafew_AWW"
"6930","AWW","5","3","#King_AWW"
"6931","AWW","5","3","#ATTENDANTS.KING.0.1_AWW"
"6932","AWW","5","3","#King_AWW"
"6933","AWW","5","3","#Lafew_AWW"
"6934","AWW","5","3","#King_AWW"
"6935","AWW","5","3","#Lafew_AWW"
"6936","AWW","5","3","#King_AWW"
"6937","AWW","5","3","#Bertram_AWW"
"6938","AWW","5","3","#King_AWW"
"6939","AWW","5","3","#Bertram_AWW"
"6940","AWW","5","3","#King_AWW"
"6941","AWW","5","3","#Countess_AWW"
"6942","AWW","5","3","#Lafew_AWW"
"6943","AWW","5","3","#Bertram_AWW"
"6944","AWW","5","3","#King_AWW"
"6945","AWW","5","3","#Bertram_AWW"
"6946","AWW","5","3","#Countess_AWW"
"6947","AWW","5","3","#Lafew_AWW"
"6948","AWW","5","3","#Bertram_AWW"
"6949","AWW","5","3","#King_AWW"
"6950","AWW","5","3","#Bertram_AWW"
"6951","AWW","5","3","#King_AWW"
"6952","AWW","5","3","#Bertram_AWW"
"6953","AWW","5","3","#King_AWW"
"6954","AWW","5","3","#GENTLEMEN.3_AWW"
"6955","AWW","SD 5","3","#King_AWW"
"6956","AWW","5","3","#Lafew_AWW"
"6957","AWW","5","3","#King_AWW"
"6958","AWW","5","3","#Countess_AWW"
"6959","AWW","5","3","#King_AWW"
"6960","AWW","5","3","#Diana_AWW"
"6961","AWW","5","3","#Widow_AWW"
"6962","AWW","5","3","#King_AWW"
"6963","AWW","5","3","#Bertram_AWW"
"6964","AWW","5","3","#Diana_AWW"
"6965","AWW","5","3","#Bertram_AWW"
"6966","AWW","5","3","#Diana_AWW"
"6967","AWW","SD 5","3","#Lafew_AWW"
"6968","AWW","SD 5","3","#Bertram_AWW"
"6969","AWW","5","3","#King_AWW"
"6970","AWW","5","3","#Diana_AWW"
"6971","AWW","5","3","#King_AWW"
"6972","AWW","5","3","#Bertram_AWW"
"6973","AWW","5","3","#Diana_AWW"
"6974","AWW","5","3","#Countess_AWW"
"6975","AWW","SD 5","3","#King_AWW"
"6976","AWW","5","3","#Diana_AWW"
"6977","AWW","5","3","#Lafew_AWW"
"6978","AWW","5","3","#King_AWW"
"6979","AWW","5","3","#Bertram_AWW"
"6980","AWW","5","3","#King_AWW"
"6981","AWW","5","3","#Bertram_AWW"
"6982","AWW","5","3","#Diana_AWW"
"6983","AWW","5","3","#Bertram_AWW"
"6984","AWW","SD 5","3","#King_AWW"
"6985","AWW","5","3","#Diana_AWW"
"6986","AWW","5","3","#King_AWW"
"6987","AWW","5","3","#Diana_AWW"
"6988","AWW","5","3","#King_AWW"
"6989","AWW","5","3","#Diana_AWW"
"6990","AWW","5","3","#Bertram_AWW"
"6991","AWW","5","3","#King_AWW"
"6992","AWW","5","3","#Diana_AWW"
"6993","AWW","5","3","#King_AWW"
"6994","AWW","5","3","#Parolles_AWW"
"6995","AWW","5","3","#King_AWW"
"6996","AWW","5","3","#Parolles_AWW"
"6997","AWW","5","3","#King_AWW"
"6998","AWW","5","3","#Parolles_AWW"
"6999","AWW","5","3","#King_AWW"
"7000","AWW","5","3","#Parolles_AWW"
"7001","AWW","5","3","#King_AWW"
"7002","AWW","5","3","#Parolles_AWW"
"7003","AWW","5","3","#Lafew_AWW"
"7004","AWW","5","3","#Diana_AWW"
"7005","AWW","5","3","#Parolles_AWW"
"7006","AWW","5","3","#King_AWW"
"7007","AWW","5","3","#Parolles_AWW"
"7008","AWW","5","3","#King_AWW"
"7009","AWW","5","3","#Diana_AWW"
"7010","AWW","5","3","#King_AWW"
"7011","AWW","5","3","#Diana_AWW"
"7012","AWW","5","3","#King_AWW"
"7013","AWW","5","3","#Diana_AWW"
"7014","AWW","5","3","#King_AWW"
"7015","AWW","5","3","#Diana_AWW"
"7016","AWW","5","3","#King_AWW"
"7017","AWW","5","3","#Diana_AWW"
"7018","AWW","5","3","#Lafew_AWW"
"7019","AWW","5","3","#King_AWW"
"7020","AWW","5","3","#Diana_AWW"
"7021","AWW","SD 5","3","#King_AWW"
"7022","AWW","5","3","#Diana_AWW"
"7023","AWW","5","3","#King_AWW"
"7024","AWW","5","3","#Diana_AWW"
"7025","AWW","5","3","#King_AWW"
"7026","AWW","SD 5","3","#Diana_AWW"
"7027","AWW","5","3","#King_AWW"
"7028","AWW","5","3","#Diana_AWW"
"7029","AWW","5","3","#King_AWW"
"7030","AWW","5","3","#Diana_AWW"
"7031","AWW","5","3","#King_AWW"
"7032","AWW","5","3","#Helen_AWW"
"7033","AWW","5","3","#Bertram_AWW"
"7034","AWW","5","3","#Helen_AWW"
"7035","AWW","5","3","#Bertram_AWW"
"7036","AWW","5","3","#Helen_AWW"
"7037","AWW","5","3","#Lafew_AWW"
"7038","AWW","5","3","#King_AWW"
"7039","AWW",NA,NA,"#Epilogue_AWW"
"7040","AYL","1","1","#Orlando_AYL"
"7041","AYL","1","1","#Adam_AYL"
"7042","AYL","1","1","#Orlando_AYL"
"7043","AYL","1","1","#Oliver_AYL"
"7044","AYL","1","1","#Orlando_AYL"
"7045","AYL","1","1","#Oliver_AYL"
"7046","AYL","1","1","#Orlando_AYL"
"7047","AYL","1","1","#Oliver_AYL"
"7048","AYL","1","1","#Orlando_AYL"
"7049","AYL","1","1","#Oliver_AYL"
"7050","AYL","1","1","#Orlando_AYL"
"7051","AYL","1","1","#Oliver_AYL"
"7052","AYL","1","1","#Orlando_AYL"
"7053","AYL","SD 1","1","#Oliver_AYL"
"7054","AYL","SD 1","1","#Orlando_AYL"
"7055","AYL","1","1","#Oliver_AYL"
"7056","AYL","1","1","#Orlando_AYL"
"7057","AYL","SD 1","1","#Adam_AYL"
"7058","AYL","SD 1","1","#Oliver_AYL"
"7059","AYL","1","1","#Orlando_AYL"
"7060","AYL","1","1","#Oliver_AYL"
"7061","AYL","1","1","#Orlando_AYL"
"7062","AYL","SD 1","1","#Oliver_AYL"
"7063","AYL","1","1","#Adam_AYL"
"7064","AYL","1","1","#Oliver_AYL"
"7065","AYL","1","1","#Dennis_AYL"
"7066","AYL","1","1","#Oliver_AYL"
"7067","AYL","1","1","#Dennis_AYL"
"7068","AYL","1","1","#Oliver_AYL"
"7069","AYL","1","1","#Charles_AYL"
"7070","AYL","1","1","#Oliver_AYL"
"7071","AYL","1","1","#Charles_AYL"
"7072","AYL","1","1","#Oliver_AYL"
"7073","AYL","1","1","#Charles_AYL"
"7074","AYL","1","1","#Oliver_AYL"
"7075","AYL","1","1","#Charles_AYL"
"7076","AYL","1","1","#Oliver_AYL"
"7077","AYL","1","1","#Charles_AYL"
"7078","AYL","1","1","#Oliver_AYL"
"7079","AYL","1","1","#Charles_AYL"
"7080","AYL","1","1","#Oliver_AYL"
"7081","AYL","1","2","#Celia_AYL"
"7082","AYL","1","2","#Rosalind_AYL"
"7083","AYL","1","2","#Celia_AYL"
"7084","AYL","1","2","#Rosalind_AYL"
"7085","AYL","1","2","#Celia_AYL"
"7086","AYL","1","2","#Rosalind_AYL"
"7087","AYL","1","2","#Celia_AYL"
"7088","AYL","1","2","#Rosalind_AYL"
"7089","AYL","1","2","#Celia_AYL"
"7090","AYL","1","2","#Rosalind_AYL"
"7091","AYL","1","2","#Celia_AYL"
"7092","AYL","1","2","#Rosalind_AYL"
"7093","AYL","1","2","#Celia_AYL"
"7094","AYL","1","2","#Rosalind_AYL"
"7095","AYL","1","2","#Celia_AYL"
"7096","AYL","1","2","#Touchstone_AYL"
"7097","AYL","1","2","#Celia_AYL"
"7098","AYL","1","2","#Touchstone_AYL"
"7099","AYL","1","2","#Rosalind_AYL"
"7100","AYL","1","2","#Touchstone_AYL"
"7101","AYL","1","2","#Celia_AYL"
"7102","AYL","1","2","#Rosalind_AYL"
"7103","AYL","1","2","#Touchstone_AYL"
"7104","AYL","1","2","#Celia_AYL"
"7105","AYL","1","2","#Touchstone_AYL"
"7106","AYL","1","2","#Celia_AYL"
"7107","AYL","1","2","#Touchstone_AYL"
"7108","AYL","1","2","#Celia_AYL"
"7109","AYL","1","2","#Touchstone_AYL"
"7110","AYL","1","2","#Celia_AYL"
"7111","AYL","1","2","#Rosalind_AYL"
"7112","AYL","1","2","#Celia_AYL"
"7113","AYL","1","2","#Rosalind_AYL"
"7114","AYL","1","2","#Celia_AYL"
