"","Play.ID","Character.ID","Name","Gender","Age","Status","Married.in.Beginning","Married.at.End","Married.to","Sibling.to","Servant.to","Offspring.of.Father","Offspring.of.Mother","Dies","Death.Act.Number","Killed.by"
"530","Tro","#Antenor_Tro","Antenor","M","Adult","Nobility","N","N",NA,NA,"#Priam_Tro",NA,NA,"N",NA,NA
"531","Tro","#Bastard_Tro","Margarelon","M","Young Adult","Nobility","N","N",NA,"#Troilus_Tro;#Cassandra_Tro;#Hector_Tro;#Paris_Tro;#Deiphobus_Tro;#Helenus_Tro","#Priam_Tro","#Priam_Tro",NA,"N",NA,NA
"532","Tro","#Calchas_Tro","Calchas","M","Adult","Nobility","N","N",NA,"#Pandarus_Tro","#Agamemnon_Tro",NA,NA,"N",NA,NA
"533","Tro","#Cassandra_Tro","Cassandra","F","Young Adult","Nobility","N","N",NA,"#Troilus_Tro;#Hector_Tro;#Paris_Tro;#Deiphobus_Tro;#Helenus_Tro;","#Priam_Tro","#Priam_Tro",NA,"N",NA,NA
"534","Tro","#Cressida_Tro","Cressida","F","Young Adult","Nobility","N","N",NA,NA,"#Priam_Tro","#Calchas_Tro",NA,"N",NA,NA
"535","Tro","#Deiphobus_Tro","Deiphobus","M","Young Adult","Nobility","N","N",NA,"#Troilus_Tro;#Cassandra_Tro;#Hector_Tro;#Paris_Tro;#Helenus_Tro;","#Priam_Tro","#Priam_Tro",NA,"N",NA,NA
"536","Tro","#Diomedes_Tro","Diomedes","M","Young Adult","Nobility","N","N",NA,NA,"#Agamemnon_Tro",NA,NA,"N",NA,NA
"537","Tro","#Hector_Tro","Hector","M","Adult","Nobility","Y","Y","#Andromache_Tro","#Troilus_Tro;#Cassandra_Tro;#Paris_Tro;#Deiphobus_Tro;#Helenus_Tro;","#Priam_Tro","#Priam_Tro",NA,"Y",5,NA
"538","Tro","#Helen_Tro","Helen","F","Young Adult","Nobility","Y","Y","#Menelaus_Tro",NA,NA,NA,NA,"N",NA,NA
"539","Tro","#Helenus_Tro","Helenus","M","Young Adult","Nobility","N","N",NA,"#Troilus_Tro;#Cassandra_Tro;#Hector_Tro;#Paris_Tro;#Deiphobus_Tro;","#Priam_Tro","#Priam_Tro",NA,"N",NA,NA
"540","Tro","#Menelaus_Tro","Menelaus","M","Adult","Nobility","Y","Y","#Helen_Tro","#Agamemnon_Tro","#Agamemnon_Tro",NA,NA,"N",NA,NA
"541","Tro","#Nestor_Tro","Nestor","M","Elderly","Nobility","N","N",NA,NA,"#Agamemnon_Tro",NA,NA,"N",NA,NA
"542","Tro","#Pandarus_Tro","Pandarus","M","Adult","Nobility","N","N",NA,"#Calchas_Tro","#Priam_Tro",NA,NA,"N",NA,NA
"543","Tro","#Paris_Tro","Paris","M","Young Adult","Nobility","N","N",NA,"#Troilus_Tro;#Cassandra_Tro;#Hector_Tro;#Deiphobus_Tro;#Helenus_Tro;","#Priam_Tro","#Priam_Tro",NA,"N",NA,NA
"544","Tro","#Patroclus_Tro","Patroclus","M","Young Adult","Nobility","N","N",NA,NA,"#Achilles_Tro",NA,NA,"Y",5,NA
"545","Tro","#Troilus_Tro","Troilus","M","Young Adult","Nobility","N","N",NA,"#Cassandra_Tro;#Hector_Tro;#Paris_Tro;#Deiphobus_Tro;#Helenus_Tro;","#Priam_Tro","#Priam_Tro",NA,"N",NA,NA
"546","Tro","#Ulysses_Tro","Ulysses","M","Adult","Nobility","Y","Y",NA,NA,"#Agamemnon_Tro",NA,NA,"N",NA,NA
"547","Wiv","#Falstaff_1H4","Falstaff","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Wiv","#HughEvans_Wiv","Hugh Evans","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","WT","#Antigonus_WT","Antigonus","M","Young Adult","Nobility",NA,NA,"#Paulina_WT",NA,"#Leontes_WT",NA,NA,NA,NA,NA
"550","WT","#Archidamus_WT","Archimadus","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","WT","#Camillo_WT","Camillo","M","Adult","Nobility",NA,NA,NA,NA,"#Leontes_WT",NA,NA,NA,NA,NA
"552","WT","#Cleomenes_WT","Cleomenes","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","WT","#Dion_WT","Dion","M","Young Adult","Nobility",NA,NA,NA,NA,"#Leontes_WT",NA,NA,NA,NA,NA
"554","WT","#Florizell_WT","Florizell","M","Young Adult","Nobility",NA,"Y","#Perdita_WT",NA,NA,"#Polixenes_WT",NA,NA,NA,NA
"555","WT","#LADIES.Emilia_WT","Emilia","F","Young Adult","Nobility",NA,NA,NA,NA,"#Hermione_WT",NA,NA,NA,NA,NA
"556","WT","#Mamillius_WT","Mamilius","M","Young Adult","Nobility",NA,NA,NA,"#Perdita_WT","#Leontes_WT","#Hermione_WT",NA,"Y",NA,NA
"557","WT","#Paulina_WT","Paulina","F","Young Adult","Nobility","Y","Y","#Antigonus_WT",NA,"#Hermione_WT",NA,NA,NA,NA,NA
"558","WT","#Perdita_WT","Perdita","F","Young Adult","Nobility",NA,"Y","#Florizell_WT","#Mamillius_WT",NA,"#Leontes_WT","#Hermione_WT",NA,NA,NA
"559","JC","#Antony_JC","Antony","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","JC","#Brutus_JC","Brutus","M","Adult","Nobility","Y","Y","#Portia_JC",NA,NA,NA,NA,"Y",5,"#Brutus_JC"
"561","JC","#Calphurnia_JC","Calphurnia","F","Adult","Nobility","Y","Y","#Caesar_JC",NA,NA,NA,NA,NA,NA,NA
"562","JC","#Casca_JC","Casca","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","JC","#Cassius_JC","Cassius","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,"Y",5,"#Cassius_JC"
"564","JC","#Cicero_JC","Cicero","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA
"565","JC","#Cinna_JC","Cinna","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","JC","#Decius_JC","Decius","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","JC","#Lepidus_JC","Lepidus","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","JC","#Ligarius_JC","Ligarius","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","JC","#Metellus_JC","Metellus","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","JC","#Octavius_JC","Octavius","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","JC","#Popilius_JC","Popilius","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","JC","#Portia_JC","Portia","F","Adult","Nobility","Y","Y","#Brutus_JC",NA,NA,NA,NA,"Y",4,"#Portia_JC"
"573","JC","#Publius_JC","Publius","M","Elderly","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","JC","#Trebonius_JC","Trebonius","M","Adult","Nobility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","JC","#Artemidorus_JC","Artemidorus","M","Adult","Middle Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","JC","#CinnaPoet_JC","Cinna the Poet","M",NA,"Middle Class",NA,NA,NA,NA,NA,NA,NA,"Y",3,"#PLEBEIANS_JC"
"577","JC","#COMMONERS.Carpenter_JC",NA,"M","Adult","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","JC","#COMMONERS.Cobbler_JC",NA,"M","Adult","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","JC","#Flavius_JC","Flavius","M","Adult","Middle Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","JC","#Marullus_JC","Marullus","M","Adult","Middle Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","JC","#Messenger_JC","Messenger","M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","JC","#PLEBEIANS_JC",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","JC","#PLEBEIANS.0.1_JC",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","JC","#PLEBEIANS.0.2_JC",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","JC","#PLEBEIANS.0.3_JC",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","JC","#PLEBEIANS.0.4_JC",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","JC","#Poet_JC","Poet","M",NA,"Middle Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","JC","#SOLDIERS.ANTONY.0.1_JC",NA,"M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","JC","#SOLDIERS.ANTONY.0.2_JC",NA,"M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","JC","#SOLDIERS.BRUTUS.0.1_JC",NA,"M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","JC","#SOLDIERS.BRUTUS.0.2_JC",NA,"M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","JC","#SOLDIERS.BRUTUS.0.3_JC",NA,"M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","JC","#SOLDIERS.BRUTUS.Cato_JC","Cato","M","Adult","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","JC","#SOLDIERS.BRUTUS.Claudius_JC","Claudius","M","Adult","Servant",NA,NA,NA,NA,"#Brutus_JC",NA,NA,NA,NA,NA
"595","JC","#SOLDIERS.BRUTUS.Clitus_JC","Clitus","M","Adult","Servant",NA,NA,NA,NA,"#Brutus_JC",NA,NA,NA,NA,NA
"596","JC","#SOLDIERS.BRUTUS.Dardanus_JC","Dardanus","M","Adult","Servant",NA,NA,NA,NA,"#Brutus_JC",NA,NA,NA,NA,NA
"597","JC","#SOLDIERS.BRUTUS.Lucilius_JC","Lucilius","M",NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","JC","#SOLDIERS.BRUTUS.Messala_JC","Messala","M","Adult","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","JC","#SOLDIERS.BRUTUS.Strato_JC","Strato","M","Adult","Servant",NA,NA,NA,NA,"#Brutus_JC;#Octavius_JC",NA,NA,NA,NA,NA
"600","JC","#SOLDIERS.BRUTUS.Titinius_JC","Titinius","M","Adult","Servant",NA,NA,NA,NA,NA,NA,NA,"Y",5,"#SOLDIERS.BRUTUS.Titinius_JC"
"601","JC","#SOLDIERS.BRUTUS.Varro_JC","Varro","M","Adult","Servant",NA,NA,NA,NA,"#Brutus_JC",NA,NA,NA,NA,NA
"602","JC","#SOLDIERS.BRUTUS.Volumnius_JC","Volumnius","M","Adult","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","JC","#Soothsayer_JC","Soothsayer","M","Adult","Middle Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","MM","#Barnardine_MM","Barnardine","M","Adult","Middle Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","1H6","#Bedford_H5","Bedford","M","Adult","Royalty",NA,NA,NA,"#Gloucester_2H4",NA,NA,NA,"Y",NA,"#SOLDIERS.FRENCH.PUCELLE.0.1_1H6"
"606","1H6","#Gloucester_2H4","Gloucester","M","Adult","Royalty",NA,NA,NA,"#Bedford_H5",NA,NA,NA,NA,NA,NA
"607","1H6","#Reignier_1H6","Reignier","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2H4","#HenryIV_1H4","Henry IV","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,"Y",5,NA
"609","2H4","#HenryV_H5","Henry V","M","Young Adult","Royalty",NA,NA,NA,NA,NA,"#HenryIV_1H4",NA,NA,NA,NA
"610","3H6","#EdwardIV_3H6","Edward IV","M","Young Adult","Royalty","N","Y","#QueenElizabeth_3H6",NA,NA,"#York_1H6","#QueenMargaret_1H6",NA,NA,NA
"611","3H6","#HenryIV_1H4","Henry IV","M","Adult","Royalty",NA,NA,NA,NA,NA,"#Gaunt_R2",NA,NA,NA,NA
"612","3H6","#HenryVI_1H6","Henry VI","M","Adult","Royalty","Y","Y","#QueenMargaret_1H6",NA,NA,NA,NA,"Y",5,"#RichardIII_R3"
"613","3H6","#KingLewis_3H6","Lewis","M","Adult","Royalty",NA,NA,NA,"#LadyBona_3H6",NA,NA,NA,NA,NA,NA
"614","3H6","#PrinceEdward_3H6","Edward","M","Young Adult","Royalty",NA,NA,NA,NA,NA,"#HenryVI_1H6",NA,"Y",5,"#EdwardIV_3H6;#RichardIII_R3;#Clarence_3H6"
"615","3H6","#QueenElizabeth_3H6","Elizabeth","F","Young Adult","Royalty","N","Y","#PrinceEdward_3H6","#Rivers_3H6",NA,NA,NA,NA,NA,NA
"616","3H6","#QueenMargaret_1H6","Margaret","F","Adult","Royalty","Y","Y","#HenryVI_1H6",NA,NA,NA,NA,NA,NA,NA
"617","3H6","#RichardII_R2","Richard II","M","Adult","Royalty","Y","Y","#Queen_R2",NA,NA,NA,NA,"Y",5,"#Exton_R2"
"618","Ado","#DonPedro_Ado","Don Pedro","M","Young Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Ant","#Cleopatra_Ant","Cleopatra","F","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,"Y",5,NA
"620","Cym","#Cymbeline_Cym","Cymbeline","M","Adult","Royalty","Y","N","#Queen_Cym",NA,NA,NA,NA,"N",NA,NA
"621","Cym","#Jupiter_Cym","Jupiter","M","Elderly","Royalty","Y","Y",NA,NA,NA,NA,NA,"N",NA,NA
"622","Cym","#Queen_Cym","Queen","F","Adult","Royalty","Y","N","#Cymbeline_Cym",NA,NA,NA,NA,"Y",5,NA
"623","H5","#HenryV_H5","Henry V","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","H5","#KingOfFrance_H5","KingOfFrance","M","Adult","Royalty","Y","Y","#QueenOfFrance_H5",NA,NA,NA,NA,NA,NA,NA
"625","H8","#HenryVIII_H8","HenryVIII","M","Adult","Royalty","Y","Y","#Katherine_H8;#Anne_H8",NA,NA,NA,NA,NA,NA,NA
"626","H8","#Katherine_H8","Katherine","F","Adult","Royalty","Y","N","#HenryVIII_H8",NA,NA,NA,NA,NA,NA,NA
"627","Ham","#Claudius_Ham","Claudius","M","Adult","Royalty","Y","Y","#Gertrude_Ham",NA,NA,NA,NA,"Y",5,"#Hamlet_Ham"
"628","Ham","#Fortinbras_Ham","Fortinbras","M","Young Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Ham","#Gertrude_Ham","Gertrude","F","Adult","Royalty","Y","Y","#Claudius_Ham",NA,NA,NA,NA,"Y",5,NA
"630","Ham","#Ghost_Ham","Ghost","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","JC","#Caesar_JC","Caesar","M","Adult","Royalty","Y","Y","#Calphurnia_JC",NA,NA,NA,NA,"Y",3,"#Casca_JC;#Decius_JC;#Cinna_JC;#Cassius_JC;#Metellus_JC;#Brutus_JC;#Ligarius_JC"
"632","Jn","#Dauphin_Jn","Dauphin","M","Young Adult","Royalty",NA,"Y","#Blanche_Jn",NA,NA,"#KingPhilip_Jn",NA,NA,NA,NA
"633","Jn","#KingJohn_Jn","King John","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,"#QueenEleanor_Jn","Y",5,NA
"634","Jn","#KingPhilip_Jn","King Philip","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Jn","#PrinceHenry_Jn","Prince Henry","M","Young Adult","Royalty",NA,NA,NA,NA,NA,"#KingJohn_Jn",NA,NA,NA,NA
"636","Jn","#QueenEleanor_Jn","Queen Elanor","F","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,"Y",4,NA
"637","LLL","#King_LLL","Ferdinand","M","Young Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","LLL","#Princess_LLL","Princess of France","F","Young Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Lr","#Cordelia_Lr","Cordelia","F","Young Adult","Royalty","N","Y","#France_Lr","#Regan_Lr;#Goneril_Lr",NA,"#Lear_Lr",NA,"Y",5,"#Edmund_Lr"
"640","Lr","#Cornwall_Lr","Cornwall","M","Young Adult","Royalty","Y","Y","#Regan_Lr",NA,NA,NA,NA,NA,NA,NA
"641","Lr","#France_Lr","King of France","M","Adult","Royalty","N","Y","#Cordelia_Lr",NA,NA,NA,NA,NA,NA,NA
"642","Lr","#Goneril_Lr","Goneril","F","Young Adult","Royalty","Y","Y","#Albany_Lr","#Cordelia_Lr;#Regan_Lr",NA,"#Lear_Lr",NA,"Y",5,"#Goneril_Lr"
"643","Lr","#Lear_Lr","King Lear","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,"Y",5,NA
"644","Lr","#Regan_Lr","Regan","F","Young Adult","Royalty","Y","Y","#Cornwall_Lr","#Cordelia_Lr;#Goneril_Lr",NA,"#Lear_Lr",NA,"Y",5,NA
"645","Mac","#Duncan_Mac","Duncan","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,"Y",2,"#Macbeth_Mac"
"646","Mac","#LadyMacbeth_Mac","Lady Macbeth","F","Adult","Royalty","Y","Y","#Macbeth_Mac",NA,NA,NA,NA,"Y",5,"#LadyMacbeth_Mac"
"647","Mac","#Macbeth_Mac","Macbeth","M","Adult","Royalty","Y","Y","#LadyMacbeth_Mac",NA,NA,NA,NA,"Y",5,"#Macduff_Mac"
"648","MM","#Duke_MM","Vincentio","M","Young Adult","Royalty","N","Y","#Isabella_MM",NA,NA,NA,NA,NA,NA,NA
"649","MND","#Hippolyta_MND","Hippolyta","F","Adult","Royalty",NA,"Y","#Theseus_MND",NA,NA,NA,NA,NA,NA,NA
"650","MND","#Oberon_MND","Oberon","M","Adult","Royalty","Y","Y","#Titania_MND",NA,NA,NA,NA,NA,NA,NA
"651","MND","#Titania_MND","Titania","F","Adult","Royalty","Y","Y","#Oberon_MND",NA,NA,NA,NA,NA,NA,NA
"652","MV","#Arragon_MV","Arragon","M","Young Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","MV","#Morocco_MV","Morocco","M","Young Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Oth","#Duke_Oth","Duke","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Per","#Antiochus_Per","Antiochus","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Per","#Pericles_Per","Pericles","M","Young Adult","Royalty",NA,"Y","#Thaisa_Per",NA,NA,NA,NA,NA,NA,NA
"657","Per","#Simonides_Per","Simonides","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Per","#Thaisa_Per","Thaisa","F","Young Adult","Royalty",NA,"Y","#Pericles_Per",NA,NA,"#Simonides_Per",NA,NA,NA,NA
"659","R2","#HenryIV_1H4","HenryIV","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","R2","#HenryV_H5","HenryV","M","Young Adult","Royalty",NA,NA,NA,NA,NA,"#HenryIV_1H4",NA,NA,NA,NA
"661","R2","#Queen_R2",NA,"F",NA,"Royalty","Y","Y","#RichardII_R2",NA,NA,NA,NA,NA,NA,NA
"662","Rom","#PrinceEscalus_Rom","Prince","M",NA,"Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Tit","#Saturninus_Tit","Saturninus","M","Adult","Royalty","N","Y","#Tamora_Tit","#Bassianus_Tit",NA,NA,NA,"Y",5,"#Lucius_Tit"
"664","Tit","#Tamora_Tit","Tamora","F","Adult","Royalty","N","Y","#Saturninus_Tit",NA,NA,NA,NA,"Y",5,"#Titus_Tit"
"665","Tmp","#Alonso_Tmp","Alonso","M","Adult","Royalty",NA,NA,NA,"#Sebastian_Tmp",NA,NA,NA,NA,NA,NA
"666","Tro","#Agamemnon_Tro","Agamemnon","M","Adult","Royalty","Y","Y",NA,"#Menelaus_Tro",NA,NA,NA,"N",NA,NA
"667","Tro","#Priam_Tro","Priam","M","Elderly","Royalty","Y","Y",NA,NA,NA,NA,NA,"N",NA,NA
"668","WT","#Hermione_WT","Hermione","F","Adult","Royalty","Y","Y","#Leontes_WT",NA,NA,NA,NA,NA,NA,NA
"669","WT","#Leontes_WT","Leontes","M","Adult","Royalty","Y","Y","#Hermione_WT",NA,NA,NA,NA,NA,NA,NA
"670","WT","#Polixenes_WT","Polixenes","M","Adult","Royalty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2H4","#Davy_2H4","Davy","M","Adult","Servant",NA,NA,NA,NA,"#Shallow_2H4",NA,NA,NA,NA,NA
"672","2H4","#DRAWERS.Francis_1H4","Francis","M","Adult","Servant",NA,NA,NA,NA,"#MistressQuickly_1H4",NA,NA,NA,NA,NA
"673","2H4","#DRAWERS.Will_2H4","William","M","Adult","Servant",NA,NA,NA,NA,"#MistressQuickly_1H4",NA,NA,NA,NA,NA
"674","2H4","#Harcourt_2H4","Harcourt","M","Adult","Servant",NA,NA,NA,NA,"#HenryIV_1H4",NA,NA,NA,NA,NA
"675","2H4","#MESSENGERS.Gower_2H4","Gower","M","Young Adult","Servant",NA,NA,NA,NA,"#ChiefJustice_2H4",NA,NA,NA,NA,NA
"676","2H4","#Morton_2H4","Morton","M","Young Adult","Servant",NA,NA,NA,NA,"#Northumberland_R2",NA,NA,NA,NA,NA
"677","2H4","#Peto_1H4","Peto","M","Young Adult","Servant",NA,NA,NA,NA,"#Falstaff_1H4",NA,NA,NA,NA,NA
"678","2H4","#Travers_2H4","Travers","M","Adult","Servant",NA,NA,NA,NA,"#Northumberland_R2",NA,NA,NA,NA,NA
"679","2H6","#Mate_2H6","Mate","M","Adult","Servant",NA,NA,NA,NA,"#Master_2H6",NA,NA,NA,NA,NA
"680","2H6","#Thump_2H6","Thump","M","Adult","Servant",NA,NA,NA,NA,"#Horner_2H6",NA,NA,NA,NA,NA
"681","2H6","#Vaux_2H6","Vaux","M","Young Adult","Servant",NA,NA,NA,NA,"#HenryVI_1H6",NA,NA,NA,NA,NA
"682","2H6","#Whitmore_2H6","Whitmore","M","Young Adult","Servant",NA,NA,NA,NA,"#Master_2H6",NA,NA,NA,NA,NA
"683","3H6","#ATTENDANTS.EDWARD.1_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,"#EdwardIV_3H6",NA,NA,NA,NA,NA
"684","3H6","#MESSENGERS.1_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","3H6","#MESSENGERS.2_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","3H6","#MESSENGERS.Post_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","3H6","#MESSENGERS.X.1_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","3H6","#MESSENGERS.X.2_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","3H6","#MESSENGERS.X.3_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","3H6","#MESSENGERS.X.4_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","3H6","#MESSENGERS.X.5_3H6",NA,NA,NA,"Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","3H6","#Tutor_3H6",NA,"M","Adult","Servant",NA,NA,NA,NA,"#Rutland_3H6",NA,NA,NA,NA,NA
"693","3H6","#WATCHMEN.1_3H6",NA,"M",NA,"Servant",NA,NA,NA,NA,"#EdwardIV_3H6",NA,NA,NA,NA,NA
"694","3H6","#WATCHMEN.2_3H6",NA,"M",NA,"Servant",NA,NA,NA,NA,"#EdwardIV_3H6",NA,NA,NA,NA,NA
"695","3H6","#WATCHMEN.3_3H6",NA,"M",NA,"Servant",NA,NA,NA,NA,"#EdwardIV_3H6",NA,NA,NA,NA,NA
"696","Ado","#Balthasar_Ado","Balthasar","M","Adult","Servant",NA,NA,NA,NA,"#DonPedro_Ado",NA,NA,NA,NA,NA
"697","Ado","#Borachio_Ado","Borachio","M","Young Adult","Servant",NA,NA,NA,NA,"#DonJohn_Ado",NA,NA,NA,NA,NA
"698","Ado","#Conrade_Ado","Conrade","M","Young Adult","Servant",NA,NA,NA,NA,"#DonJohn_Ado",NA,NA,NA,NA,NA
"699","Ado","#Dogberry_Ado","Dogberry","M","Adult","Servant",NA,NA,NA,NA,"#Leonato_Ado",NA,NA,NA,NA,NA
"700","Ado","#FriarFrancis_Ado","Friar Francis","M","Adult","Servant",NA,NA,NA,NA,"#Leonato_Ado",NA,NA,NA,NA,NA
"701","Ado","#Margaret_Ado","Margaret","F","Young Adult","Servant",NA,NA,NA,NA,"#Hero_Ado",NA,NA,NA,NA,NA
"702","Ado","#Sexton_Ado","Sexton","M","Adult","Servant",NA,NA,NA,NA,"#Leonato_Ado",NA,NA,NA,NA,NA
"703","Ado","#Ursula_Ado","Ursula","F","Young Adult","Servant",NA,NA,NA,NA,"#Hero_Ado",NA,NA,NA,NA,NA
"704","Ado","#Verges_Ado","Verges","M","Adult","Servant",NA,NA,NA,NA,"#Leonato_Ado",NA,NA,NA,NA,NA
"705","Ant","#Agrippa_Ant","Agrippa","M","Adult","Servant",NA,NA,NA,NA,"#Octavius_JC",NA,NA,NA,NA,NA
"706","Ant","#Alexas_Ant","Alexas","M","Adult","Servant",NA,NA,NA,NA,"#Cleopatra_Ant",NA,NA,NA,NA,NA
"707","Ant","#Ambassador_Ant",NA,NA,"Adult","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Ant","#Boy_Ant",NA,NA,"Child","Servant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Ant","#Canidius_Ant","Canidius","M","Adult","Servant",NA,NA,NA,NA,"#Antony_JC",NA,NA,NA,NA,NA
"710","Ant","#Charmian_Ant","Charmian","F","Adult","Servant",NA,NA,NA,NA,"#Cleopatra_Ant",NA,NA,"Y",5,NA
"711","Ant","#Demetrius_Ant","Demetrius","M","Adult","Servant",NA,NA,NA,NA,"#Antony_JC",NA,NA,NA,NA,NA
"712","Ant","#Diomedes_Ant","Diomedes","M","Adult","Servant",NA,NA,NA,NA,"#Cleopatra_Ant",NA,NA,NA,NA,NA
"713","Ant","#Dolabella_Ant","Dolabella","M","Adult","Servant",NA,NA,NA,NA,"#Octavius_JC",NA,NA,NA,NA,NA
"714","Ant","#Enobarbus_Ant","Enobarbus","M","Adult","Servant",NA,NA,NA,NA,"#Antony_JC",NA,NA,"Y",4,NA
"715","Ant","#Eros_Ant","Eros","M","Adult","Servant",NA,NA,NA,NA,"#Antony_JC",NA,NA,"Y",4,NA
"716","Ant","#Gallus_Ant","Gallus","M","Adult","Servant",NA,NA,NA,NA,"#Octavius_JC",NA,NA,NA,NA,NA
