"","PLAY","ACT","SCENE","SPEAKER"
"4245","Ado",2,1,"Pedro."
"4246","Ado",2,1,"Bene."
"4247","Ado",2,1,"Pedro."
"4248","Ado",2,1,"Bene."
"4249","Ado",2,1,"Pedro."
"4250","Ado",2,1,"Bene."
"4251","Ado",2,1,"Pedr."
"4252","Ado",2,1,"Beatr."
"4253","Ado",2,1,"Pedro."
"4254","Ado",2,1,"Beat."
"4255","Ado",2,1,"Pedro."
"4256","Ado",2,1,"Claud."
"4257","Ado",2,1,"Pedro."
"4258","Ado",2,1,"Claud."
"4259","Ado",2,1,"Beat."
"4260","Ado",2,1,"Pedro."
"4261","Ado",2,1,"Leona."
"4262","Ado",2,1,"Beatr."
"4263","Ado",2,1,"Claud."
"4264","Ado",2,1,"Beat."
"4265","Ado",2,1,"Pedro."
"4266","Ado",2,1,"Beatr."
"4267","Ado",2,1,"Clau."
"4268","Ado",2,1,"Beat."
"4269","Ado",2,1,"Pedro."
"4270","Ado",2,1,"Beat."
"4271","Ado",2,1,"Prince."
"4272","Ado",2,1,"Beat."
"4273","Ado",2,1,"Prince."
"4274","Ado",2,1,"Beatr."
"4275","Ado",2,1,"Leonato."
"4276","Ado",2,1,"Beat."
"4277","Ado",2,1,"Prince."
"4278","Ado",2,1,"Leon."
"4279","Ado",2,1,"Pedro."
"4280","Ado",2,1,"Leonato."
"4281","Ado",2,1,"Prince."
"4282","Ado",2,1,"Leonato."
"4283","Ado",2,1,"Prince."
"4284","Ado",2,1,"Clau."
"4285","Ado",2,1,"Leonata."
"4286","Ado",2,1,"Prince."
"4287","Ado",2,1,"Leonata."
"4288","Ado",2,1,"Claud."
"4289","Ado",2,1,"Prin."
"4290","Ado",2,1,"Hero."
"4291","Ado",2,1,"Prin."
"4292","Ado",2,1,"Ioh."
"4293","Ado",2,1,"Bora."
"4294","Ado",2,1,"Iohn."
"4295","Ado",2,1,"Bor."
"4296","Ado",2,1,"Iohn."
"4297","Ado",2,1,"Bor."
"4298","Ado",2,1,"Iohn."
"4299","Ado",2,1,"Bor."
"4300","Ado",2,1,"Iohn."
"4301","Ado",2,1,"Bor."
"4302","Ado",2,1,"Iohn."
"4303","Ado",2,1,"Bor."
"4304","Ado",2,1,"Iohn."
"4305","Ado",2,1,"Bor."
"4306","Ado",2,1,"Iohn."
"4307","Ado",2,1,"Bor."
"4308","Ado",2,1,"Iohn."
"4309","Ado",2,1,"Bene."
"4310","Ado",2,1,"Boy."
"4311","Ado",2,1,"Bene."
"4312","Ado",2,1,"Boy."
"4313","Ado",2,1,"Bene."
"4314","Ado",2,1,"Prin."
"4315","Ado",2,1,"Claud."
"4316","Ado",2,1,"Prin."
"4317","Ado",2,1,"Clau."
"4318","Ado",2,1,"Prince."
"4319","Ado",2,1,"Balth."
"4320","Ado",2,1,"Prin."
"4321","Ado",2,1,"Prince."
"4322","Ado",2,1,"Balth."
"4323","Ado",2,1,"Prince."
"4324","Ado",2,1,"Balth."
"4325","Ado",2,1,"Prince."
"4326","Ado",2,1,"Bene."
"4327","Ado",2,1,NA
"4328","Ado",2,1,"Prince."
"4329","Ado",2,1,"Balth."
"4330","Ado",2,1,"Prince."
"4331","Ado",2,1,"Ben."
"4332","Ado",2,1,"Prince."
"4333","Ado",2,1,"Balth."
"4334","Ado",2,1,"Prince."
"4335","Ado",2,1,"Cla."
"4336","Ado",2,1,"Leon."
"4337","Ado",2,1,"Bene."
"4338","Ado",2,1,"Leo."
"4339","Ado",2,1,"Prince."
"4340","Ado",2,1,"Claud."
"4341","Ado",2,1,"Leon."
"4342","Ado",2,1,"Prince."
"4343","Ado",2,1,"Claud."
"4344","Ado",2,1,"Leon."
"4345","Ado",2,1,"Clau."
"4346","Ado",2,1,"Prin."
"4347","Ado",2,1,"Leo."
"4348","Ado",2,1,"Bene."
"4349","Ado",2,1,"Claud."
"4350","Ado",2,1,"Prince."
"4351","Ado",2,1,"Leonato."
"4352","Ado",2,1,"Claud."
"4353","Ado",2,1,"Leo."
"4354","Ado",2,1,"Clau."
"4355","Ado",2,1,"Leon."
"4356","Ado",2,1,"Clau."
"4357","Ado",2,1,"Leon."
"4358","Ado",2,1,"Clau."
"4359","Ado",2,1,"Leon."
"4360","Ado",2,1,"Princ."
"4361","Ado",2,1,"Clau."
"4362","Ado",2,1,"Prin."
"4363","Ado",2,1,"Claudio."
"4364","Ado",2,1,"Prince."
"4365","Ado",2,1,"Leon."
"4366","Ado",2,1,"Prince."
"4367","Ado",2,1,"Leon."
"4368","Ado",2,1,"Clau."
"4369","Ado",2,1,"Prin."
"4370","Ado",2,1,"Clau."
"4371","Ado",2,1,"Prin."
"4372","Ado",2,1,"Clau."
"4373","Ado",2,1,"Prin."
"4374","Ado",2,1,"Leon."
"4375","Ado",2,1,"Prin."
"4376","Ado",2,1,"Leon."
"4377","Ado",2,1,"Prin."
"4378","Ado",2,1,"Claud."
"4379","Ado",2,1,"Leon."
"4380","Ado",2,1,"Prin."
"4381","Ado",2,1,"Leon."
"4382","Ado",2,1,"Clau."
"4383","Ado",2,1,"Prin."
"4384","Ado",2,1,"Bene."
"4385","Ado",2,1,"Beat."
"4386","Ado",2,1,"Bene."
"4387","Ado",2,1,"Beat."
"4388","Ado",2,1,"Bene."
"4389","Ado",2,1,"Beat."
"4390","Ado",2,1,"Bene."
"4391","Ado",3,1,"Hero."
"4392","Ado",3,1,"Marg."
"4393","Ado",3,1,"Hero."
"4394","Ado",3,1,"Vrs."
"4395","Ado",3,1,"Her."
"4396","Ado",3,1,"Ʋrsula."
"4397","Ado",3,1,"Her."
"4398","Ado",3,1,"Vrs."
"4399","Ado",3,1,"Her."
"4400","Ado",3,1,"Vrsula."
"4401","Ado",3,1,"Hero."
"4402","Ado",3,1,"Vrsula."
"4403","Ado",3,1,"Hero."
"4404","Ado",3,1,"Vrsu."
"4405","Ado",3,1,"Hero."
"4406","Ado",3,1,"Ʋrsu."
"4407","Ado",3,1,"Hero."
"4408","Ado",3,1,"Ʋrsu."
"4409","Ado",3,1,"Hero."
"4410","Ado",3,1,"Vrsu."
"4411","Ado",3,1,"Hero."
"4412","Ado",3,1,"Ʋrsu."
"4413","Ado",3,1,"Hero."
"4414","Ado",3,1,"Vrsu."
"4415","Ado",3,1,"Hero."
"4416","Ado",3,1,"Beat."
"4417","Ado",3,1,"Prince."
"4418","Ado",3,1,"Clau."
"4419","Ado",3,1,"Prin."
"4420","Ado",3,1,"Bene."
"4421","Ado",3,1,"Leo."
"4422","Ado",3,1,"Claud."
"4423","Ado",3,1,"Prin."
"4424","Ado",3,1,"Bene."
"4425","Ado",3,1,"Prin."
"4426","Ado",3,1,"Bene."
"4427","Ado",3,1,"Claud."
"4428","Ado",3,1,"Prin."
"4429","Ado",3,1,"Leon."
"4430","Ado",3,1,"Bene."
"4431","Ado",3,1,"Clau."
"4432","Ado",3,1,"Prin."
"4433","Ado",3,1,"Clau."
"4434","Ado",3,1,"Prin."
"4435","Ado",3,1,"Clau."
"4436","Ado",3,1,"Leon."
"4437","Ado",3,1,"Prin."
"4438","Ado",3,1,"Clau."
"4439","Ado",3,1,"Prin."
"4440","Ado",3,1,"Clau."
"4441","Ado",3,1,"Prin."
"4442","Ado",3,1,"Clau."
"4443","Ado",3,1,"Prin."
"4444","Ado",3,1,"Clau."
"4445","Ado",3,1,"Prince."
"4446","Ado",3,1,"Cla."
"4447","Ado",3,1,"Prin."
"4448","Ado",3,1,"Bene."
"4449","Ado",3,1,"Prin."
"4450","Ado",3,1,"Clau."
"4451","Ado",3,1,"Bast."
"4452","Ado",3,1,"Prin."
"4453","Ado",3,1,"Bast."
"4454","Ado",3,1,"Prince."
"4455","Ado",3,1,"Bast."
"4456","Ado",3,1,"Prin."
"4457","Ado",3,1,"Basta."
"4458","Ado",3,1,"Prin."
"4459","Ado",3,1,"Bast."
"4460","Ado",3,1,"Clau."
"4461","Ado",3,1,"Bast."
"4462","Ado",3,1,"Prin."
"4463","Ado",3,1,"Bastard."
"4464","Ado",3,1,"Clau."
"4465","Ado",3,1,"Bast."
"4466","Ado",3,1,"Clau."
"4467","Ado",3,1,"Bast."
"4468","Ado",3,1,"Claud."
"4469","Ado",3,1,"Princ."
"4470","Ado",3,1,"Bast."
"4471","Ado",3,1,"Clau."
"4472","Ado",3,1,"Prin."
"4473","Ado",3,1,"Bast."
"4474","Ado",3,1,"Prin."
"4475","Ado",3,1,"Claud."
"4476","Ado",3,1,"Bastard."
"4477","Ado",3,1,"Dog."
"4478","Ado",3,1,"Verg."
"4479","Ado",3,1,"Dogb."
"4480","Ado",3,1,"Verges."
"4481","Ado",3,1,"Dog."
"4482","Ado",3,1,"Watch. 1."
"4483","Ado",3,1,"Dogb."
"4484","Ado",3,1,"Watch 2."
"4485","Ado",3,1,"Dogb."
"4486","Ado",3,1,"Watch 2."
"4487","Ado",3,1,"Dogb."
"4488","Ado",3,1,"Ʋerges."
"4489","Ado",3,1,"Dogb."
"4490","Ado",3,1,"Watch."
"4491","Ado",3,1,"Dog."
"4492","Ado",3,1,"Watch."
"4493","Ado",3,1,"Dogb."
"4494","Ado",3,1,"Watch."
"4495","Ado",3,1,"Dogb."
"4496","Ado",3,1,"Watch."
"4497","Ado",3,1,"Dogb."
"4498","Ado",3,1,"Ver."
"4499","Ado",3,1,"Dog."
"4500","Ado",3,1,"Verges."
"4501","Ado",3,1,"Watch."
"4502","Ado",3,1,"Dog."
"4503","Ado",3,1,"Verges."
"4504","Ado",3,1,"Dog."
"4505","Ado",3,1,"Verges."
"4506","Ado",3,1,"Dog."
"4507","Ado",3,1,"Ʋerges."
"4508","Ado",3,1,"Dog."
"4509","Ado",3,1,"Watch."
"4510","Ado",3,1,"Dog."
"4511","Ado",3,1,"Bor."
"4512","Ado",3,1,"Watch."
"4513","Ado",3,1,"Bor."
"4514","Ado",3,1,"Con."
"4515","Ado",3,1,"Bor."
"4516","Ado",3,1,"Con."
"4517","Ado",3,1,"Bor."
"4518","Ado",3,1,"Watch."
"4519","Ado",3,1,"Bor."
"4520","Ado",3,1,"Con."
"4521","Ado",3,1,"Bor."
"4522","Ado",3,1,"Con."
"4523","Ado",3,1,"Bor."
"4524","Ado",3,1,"Con."
"4525","Ado",3,1,"Bor."
"4526","Ado",3,1,"Con."
"4527","Ado",3,1,"Bor."
"4528","Ado",3,1,"Watch."
"4529","Ado",3,1,"Bor."
"4530","Ado",3,1,"Con."
"4531","Ado",3,1,"Bor."
"4532","Ado",3,1,"Con."
"4533","Ado",3,1,"Bor."
"4534","Ado",3,1,"Con."
"4535","Ado",3,1,"Bor."
"4536","Ado",3,1,"Watch. 1."
"4537","Ado",3,1,"Watch. 2."
"4538","Ado",3,1,"Watch. 1."
"4539","Ado",3,1,"Conr."
"4540","Ado",3,1,"Watch. 2."
"4541","Ado",3,1,"Conr."
"4542","Ado",3,1,"Bor."
"4543","Ado",3,1,"Conr."
"4544","Ado",3,1,"Hero."
"4545","Ado",3,1,"Ʋrsu."
"4546","Ado",3,1,"Her."
"4547","Ado",3,1,"Vrs."
"4548","Ado",3,1,"Mar."
"4549","Ado",3,1,"Bero."
"4550","Ado",3,1,"Marg."
"4551","Ado",3,1,"Bero."
"4552","Ado",3,1,"Mar."
"4553","Ado",3,1,"Bero."
"4554","Ado",3,1,"Mar."
"4555","Ado",3,1,"Hero."
"4556","Ado",3,1,"Marga."
"4557","Ado",3,1,"Hero."
"4558","Ado",3,1,"Marg."
"4559","Ado",3,1,"Hero."
"4560","Ado",3,1,"Beat."
"4561","Ado",3,1,"Hero."
"4562","Ado",3,1,"Beat."
"4563","Ado",3,1,"Mar."
"4564","Ado",3,1,"Beat."
"4565","Ado",3,1,"Mar."
"4566","Ado",3,1,"Beat."
"4567","Ado",3,1,"Mar."
"4568","Ado",3,1,"Beat."
"4569","Ado",3,1,"Mar."
"4570","Ado",3,1,"Beat."
"4571","Ado",3,1,"Mar."
"4572","Ado",3,1,"Hero."
"4573","Ado",3,1,"Beat."
"4574","Ado",3,1,"Mar."
"4575","Ado",3,1,"Beat."
"4576","Ado",3,1,"Mar."
"4577","Ado",3,1,"Beat."
"4578","Ado",3,1,"Mar."
"4579","Ado",3,1,"Hero."
"4580","Ado",3,1,"Beat."
"4581","Ado",3,1,"Mar."
"4582","Ado",3,1,"Beat."
"4583","Ado",3,1,"Mar."
"4584","Ado",3,1,"Vrsula."
"4585","Ado",3,1,"Hero."
"4586","Ado",3,1,"Leonato."
"4587","Ado",3,1,"Const. Dog."
"4588","Ado",3,1,"Leon."
"4589","Ado",3,1,"Const. Dog."
"4590","Ado",3,1,"Headb."
"4591","Ado",3,1,"Leon."
"4592","Ado",3,1,"Con. Do."
"4593","Ado",3,1,"Head."
"4594","Ado",3,1,"Con. Dog."
"4595","Ado",3,1,"Leon."
"4596","Ado",3,1,"Con. Dog."
"4597","Ado",3,1,"Leon."
"4598","Ado",3,1,"Const. Dog."
"4599","Ado",3,1,"Head."
"4600","Ado",3,1,"Leon."
"4601","Ado",3,1,"Head."
"4602","Ado",3,1,"Con. Dog."
"4603","Ado",3,1,"Leon."
"4604","Ado",3,1,"Con. Do."
"4605","Ado",3,1,"Leon."
"4606","Ado",3,1,"Con. Dog."
"4607","Ado",3,1,"Leon."
"4608","Ado",3,1,"Const."
"4609","Ado",3,1,"Leon."
"4610","Ado",3,1,"Messenger."
"4611","Ado",3,1,"Leon."
"4612","Ado",3,1,"Dogb."
"4613","Ado",3,1,"Verges."
"4614","Ado",3,1,"Dogb."
"4615","Ado",4,1,"Leonato."
"4616","Ado",4,1,"Fran."
"4617","Ado",4,1,"Clau."
"4618","Ado",4,1,"Leo."
"4619","Ado",4,1,"Frier."
"4620","Ado",4,1,"Hero."
"4621","Ado",4,1,"Frier."
"4622","Ado",4,1,"Claud."
"4623","Ado",4,1,"Hero."
"4624","Ado",4,1,"Frier."
"4625","Ado",4,1,"Leon."
"4626","Ado",4,1,"Clau."
"4627","Ado",4,1,"Bene."
"4628","Ado",4,1,"Clau."
"4629","Ado",4,1,"Leon."
"4630","Ado",4,1,"Cla."
"4631","Ado",4,1,"Prin."
"4632","Ado",4,1,"Clau."
"4633","Ado",4,1,"Leonato."
"4634","Ado",4,1,"Clau."
"4635","Ado",4,1,"Leon."
"4636","Ado",4,1,"Clau."
"4637","Ado",4,1,"Hero."
"4638","Ado",4,1,"Clau."
"4639","Ado",4,1,"Hero."
"4640","Ado",4,1,"Leon."
"4641","Ado",4,1,"Prin."
"4642","Ado",4,1,"Leon."
"4643","Ado",4,1,"Bast."
"4644","Ado",4,1,"Bene."
"4645","Ado",4,1,"Hero."
"4646","Ado",4,1,"Clau."
"4647","Ado",4,1,"Leon."
"4648","Ado",4,1,"Clau."
"4649","Ado",4,1,"Leo."
"4650","Ado",4,1,"Hero."
"4651","Ado",4,1,"Clau."
"4652","Ado",4,1,"Hero."
"4653","Ado",4,1,"Claud."
"4654","Ado",4,1,"Hero."
"4655","Ado",4,1,"Prince."
"4656","Ado",4,1,"Iohn."
"4657","Ado",4,1,"Claud."
"4658","Ado",4,1,"Leon."
"4659","Ado",4,1,"Beat."
"4660","Ado",4,1,"Bast."
"4661","Ado",4,1,"Bene."
"4662","Ado",4,1,"Beat."
"4663","Ado",4,1,"Leonato."
"4664","Ado",4,1,"Beatr."
"4665","Ado",4,1,"Fri."
"4666","Ado",4,1,"Leon."
"4667","Ado",4,1,"Frier."
"4668","Ado",4,1,"Leon."
"4669","Ado",4,1,"Ben."
"4670","Ado",4,1,"Bea."
"4671","Ado",4,1,"Ben."
"4672","Ado",4,1,"Bea."
"4673","Ado",4,1,"Leon."
"4674","Ado",4,1,"Fri."
"4675","Ado",4,1,"Leo."
"4676","Ado",4,1,"Fri."
"4677","Ado",4,1,"Hero."
"4678","Ado",4,1,"Fri."
"4679","Ado",4,1,"Ben."
"4680","Ado",4,1,"Leo."
"4681","Ado",4,1,"Fri."
"4682","Ado",4,1,"Leon."
"4683","Ado",4,1,"Fri."
"4684","Ado",4,1,"Bene."
"4685","Ado",4,1,"Leon."
"4686","Ado",4,1,"Frier."
"4687","Ado",4,1,"Bene."
"4688","Ado",4,1,"Beat."
"4689","Ado",4,1,"Bene."
"4690","Ado",4,1,"Beat."
"4691","Ado",4,1,"Bene."
"4692","Ado",4,1,"Beat."
"4693","Ado",4,1,"Bene."
"4694","Ado",4,1,"Beat."
"4695","Ado",4,1,"Bene."
"4696","Ado",4,1,"Beat."
"4697","Ado",4,1,"Bene."
"4698","Ado",4,1,"Beat."
"4699","Ado",4,1,"Bene."
"4700","Ado",4,1,"Beat."
"4701","Ado",4,1,"Bene."
"4702","Ado",4,1,"Beat."
"4703","Ado",4,1,"Bene."
"4704","Ado",4,1,"Beat."
"4705","Ado",4,1,"Bene."
"4706","Ado",4,1,"Beat."
"4707","Ado",4,1,"Bene."
"4708","Ado",4,1,"Beat."
"4709","Ado",4,1,"Bened."
"4710","Ado",4,1,"Beat."
"4711","Ado",4,1,"Bene."
"4712","Ado",4,1,"Beat."
"4713","Ado",4,1,"Bene."
"4714","Ado",4,1,"Beat."
"4715","Ado",4,1,"Bene."
"4716","Ado",4,1,"Beat."
"4717","Ado",4,1,"Bene."
"4718","Ado",4,1,"Beat."
"4719","Ado",4,1,"Bene."
"4720","Ado",4,1,"Beat."
"4721","Ado",4,1,"Bene."
"4722","Ado",4,1,"Beat."
"4723","Ado",4,1,"Bene."
"4724","Ado",4,1,"Beat."
"4725","Ado",4,1,"Bene."
"4726","Ado",4,1,"Beat."
"4727","Ado",4,1,"Bene."
"4728","Ado",4,1,"Beat."
"4729","Ado",4,1,"Bened."
"4730","Ado",4,1,"Beat."
"4731","Ado",4,1,"Bene."
"4732","Ado",4,1,"Keeper."
"4733","Ado",4,1,"Cowley."
"4734","Ado",4,1,"Sexton."
"4735","Ado",4,1,"Andrew."
"4736","Ado",4,1,"Cowley."
"4737","Ado",4,1,"Sexton."
"4738","Ado",4,1,"Kemp."
"4739","Ado",4,1,"Bor."
"4740","Ado",4,1,"Kem."
"4741","Ado",4,1,"Con."
"4742","Ado",4,1,"Kee."
"4743","Ado",4,1,"Con."
"4744","Ado",4,1,"Kemp."
"4745","Ado",4,1,"Bor."
"4746","Ado",4,1,"Kemp."
"4747","Ado",4,1,"Sext."
"4748","Ado",4,1,"Kemp."
"4749","Ado",4,1,"Watch 1."
"4750","Ado",4,1,"Kemp."
"4751","Ado",4,1,"Bora."
"4752","Ado",4,1,"Kemp."
"4753","Ado",4,1,"Sexton."
"4754","Ado",4,1,"Watch 2."
"4755","Ado",4,1,"Kemp."
"4756","Ado",4,1,"Const."
"4757","Ado",4,1,"Sexton."
"4758","Ado",4,1,"Watch 1."
"4759","Ado",4,1,"Kemp."
"4760","Ado",4,1,"Sexton."
"4761","Ado",4,1,"Watch."
"4762","Ado",4,1,"Sexton."
"4763","Ado",4,1,"Const."
"4764","Ado",4,1,"Sex."
"4765","Ado",4,1,"Kem."
"4766","Ado",4,1,"Couley."
"4767","Ado",4,1,"Kemp."
"4768","Ado",5,1,"Brother."
"4769","Ado",5,1,"Leon."
"4770","Ado",5,1,"Broth."
"4771","Ado",5,1,"Leonato."
"4772","Ado",5,1,"Brother."
"4773","Ado",5,1,"Leon."
"4774","Ado",5,1,"Brot."
"4775","Ado",5,1,"Prin."
"4776","Ado",5,1,"Clau."
"4777","Ado",5,1,"Leon."
"4778","Ado",5,1,"Prin."
"4779","Ado",5,1,"Leo."
"4780","Ado",5,1,"Prin."
"4781","Ado",5,1,"Brot."
"4782","Ado",5,1,"Claud."
"4783","Ado",5,1,"Leon."
"4784","Ado",5,1,"Claud."
"4785","Ado",5,1,"Leonato."
"4786","Ado",5,1,"Claud."
"4787","Ado",5,1,"Leonato."
"4788","Ado",5,1,"Prin."
"4789","Ado",5,1,"Leon."
"4790","Ado",5,1,"Claud."
"4791","Ado",5,1,"Leo."
"4792","Ado",5,1,"Bro."
"4793","Ado",5,1,"Leon."
"4794","Ado",5,1,"Brot."
"4795","Ado",5,1,"Leon."
"4796","Ado",5,1,"Brot."
"4797","Ado",5,1,"Leon."
"4798","Ado",5,1,"Ant."
"4799","Ado",5,1,"Pri."
"4800","Ado",5,1,"Leon."
"4801","Ado",5,1,"Prin."
"4802","Ado",5,1,"Leo."
"4803","Ado",5,1,"Bro."
"4804","Ado",5,1,"Prin."
"4805","Ado",5,1,"Clau."
"4806","Ado",5,1,"Ben."
"4807","Ado",5,1,"Prin."
"4808","Ado",5,1,"Clau."
"4809","Ado",5,1,"Prin."
"4810","Ado",5,1,"Ben."
"4811","Ado",5,1,"Clau."
"4812","Ado",5,1,"Ben."
"4813","Ado",5,1,"Prin."
"4814","Ado",5,1,"Clau."
"4815","Ado",5,1,"Prin."
"4816","Ado",5,1,"Clau."
"4817","Ado",5,1,"Ben."
"4818","Ado",5,1,"Clau."
"4819","Ado",5,1,"Prin."
"4820","Ado",5,1,"Clau."
"4821","Ado",5,1,"Ben."
"4822","Ado",5,1,"Clau."
"4823","Ado",5,1,"Ben."
"4824","Ado",5,1,"Clau."
"4825","Ado",5,1,"Prin."
"4826","Ado",5,1,"Clau."
"4827","Ado",5,1,"Ben."
"4828","Ado",5,1,"Prin."
"4829","Ado",5,1,"Claud."
"4830","Ado",5,1,"Prin."
"4831","Ado",5,1,"Clau."
"4832","Ado",5,1,"Prin."
"4833","Ado",5,1,"Clau."
"4834","Ado",5,1,"Ben."
"4835","Ado",5,1,"Prin."
"4836","Ado",5,1,"Clau."
"4837","Ado",5,1,"Prin."
"4838","Ado",5,1,"Clau."
"4839","Ado",5,1,"Prin."
"4840","Ado",5,1,"Clau."
"4841","Ado",5,1,"Prin."
"4842","Ado",5,1,"Const."
"4843","Ado",5,1,"Prin."
"4844","Ado",5,1,"Clau."
"4845","Ado",5,1,"Prin."
"4846","Ado",5,1,"Const."
"4847","Ado",5,1,"Prin."
"4848","Ado",5,1,"Clau."
"4849","Ado",5,1,"Prin."
"4850","Ado",5,1,"Bor."
"4851","Ado",5,1,"Prin."
"4852","Ado",5,1,"Clau."
"4853","Ado",5,1,"Prin."
"4854","Ado",5,1,"Bor."
"4855","Ado",5,1,"Prin."
"4856","Ado",5,1,"Clau."
"4857","Ado",5,1,"Const."
"4858","Ado",5,1,"Con. 2."
"4859","Ado",5,1,"Leon."
"4860","Ado",5,1,"Bor."
"4861","Ado",5,1,"Leon."
"4862","Ado",5,1,"Bor."
"4863","Ado",5,1,"Leo."
"4864","Ado",5,1,"Clau."
"4865","Ado",5,1,"Prin."
"4866","Ado",5,1,"Leon."
"4867","Ado",5,1,"Clau."
"4868","Ado",5,1,"Leon."
"4869","Ado",5,1,"Bor."
"4870","Ado",5,1,"Const."
"4871","Ado",5,1,"Leon."
"4872","Ado",5,1,"Const."
"4873","Ado",5,1,"Leon."
"4874","Ado",5,1,"Const."
"4875","Ado",5,1,"Leon."
"4876","Ado",5,1,"Const."
"4877","Ado",5,1,"Leon."
"4878","Ado",5,1,"Brot."
"4879","Ado",5,1,"Prin."
"4880","Ado",5,1,"Clau."
"4881","Ado",5,1,"Leon."
"4882","Ado",5,1,"Ben."
"4883","Ado",5,1,"Mar."
"4884","Ado",5,1,"Bene."
"4885","Ado",5,1,"Mar."
"4886","Ado",5,1,"Bene."
"4887","Ado",5,1,"Mar."
"4888","Ado",5,1,"Bene."
"4889","Ado",5,1,"Mar."
"4890","Ado",5,1,"Bene."
"4891","Ado",5,1,"Mar."
"4892","Ado",5,1,"Ben."
"4893","Ado",5,1,"Beat."
"4894","Ado",5,1,"Bene."
"4895","Ado",5,1,"Beat."
"4896","Ado",5,1,"Bene."
"4897","Ado",5,1,"Beat."
"4898","Ado",5,1,"Bene."
"4899","Ado",5,1,"Beat."
"4900","Ado",5,1,"Bene."
"4901","Ado",5,1,"Beat."
"4902","Ado",5,1,"Bened."
"4903","Ado",5,1,"Bea."
"4904","Ado",5,1,"Bene."
"4905","Ado",5,1,"Beat."
"4906","Ado",5,1,"Ben."
"4907","Ado",5,1,"Beat."
"4908","Ado",5,1,"Bene."
"4909","Ado",5,1,"Beat."
"4910","Ado",5,1,"Bene."
"4911","Ado",5,1,"Vrs."
"4912","Ado",5,1,"Beat."
"4913","Ado",5,1,"Bene."
"4914","Ado",5,1,"Clau."
"4915","Ado",5,1,"Lord."
"4916","Ado",5,1,"Clau."
"4917","Ado",5,1,"Lo."
"4918","Ado",5,1,"Prin."
"4919","Ado",5,1,"Clau."
"4920","Ado",5,1,"Prin."
"4921","Ado",5,1,"Clau."
"4922","Ado",5,1,"Frier."
"4923","Ado",5,1,"Leo."
"4924","Ado",5,1,"Old."
"4925","Ado",5,1,"Bene."
"4926","Ado",5,1,"Leo."
"4927","Ado",5,1,"Old."
"4928","Ado",5,1,"Bene."
"4929","Ado",5,1,"Frier."
"4930","Ado",5,1,"Bene."
"4931","Ado",5,1,"Leo."
"4932","Ado",5,1,"Bene."
"4933","Ado",5,1,"Leo."
"4934","Ado",5,1,"Bened."
"4935","Ado",5,1,"Leon."
"4936","Ado",5,1,"Frier."
"4937","Ado",5,1,"Prin."
"4938","Ado",5,1,"Leo."
"4939","Ado",5,1,"Claud."
"4940","Ado",5,1,"Leo."
"4941","Ado",5,1,"Prin."
"4942","Ado",5,1,"Claud."
"4943","Ado",5,1,"Ben."
"4944","Ado",5,1,"Cla."
"4945","Ado",5,1,"Leo."
"4946","Ado",5,1,"Cla."
"4947","Ado",5,1,"Leon."
"4948","Ado",5,1,"Clau."
"4949","Ado",5,1,"Hero."
"4950","Ado",5,1,"Clau."
"4951","Ado",5,1,"Hero."
"4952","Ado",5,1,"Prin."
"4953","Ado",5,1,"Leon."
"4954","Ado",5,1,"Frier."
"4955","Ado",5,1,"Ben."
"4956","Ado",5,1,"Beat."
"4957","Ado",5,1,"Bene."
"4958","Ado",5,1,"Beat."
"4959","Ado",5,1,"Bene."
"4960","Ado",5,1,"Beat."
"4961","Ado",5,1,"Bene."
"4962","Ado",5,1,"Beat."
"4963","Ado",5,1,"Bene."
"4964","Ado",5,1,"Beat."
"4965","Ado",5,1,"Bene."
"4966","Ado",5,1,"Beat."
"4967","Ado",5,1,"Leon."
"4968","Ado",5,1,"Clau."
"4969","Ado",5,1,"Hero."
"4970","Ado",5,1,"Bene."
"4971","Ado",5,1,"Beat."
"4972","Ado",5,1,"Leon."
"4973","Ado",5,1,"Prin."
"4974","Ado",5,1,"Bene."
"4975","Ado",5,1,"Cla."
"4976","Ado",5,1,"Bene."
"4977","Ado",5,1,"Leon."
"4978","Ado",5,1,"Bene."
"4979","Ado",5,1,"Messen."
"4980","Ado",5,1,"Bene."
"4981","LLL",1,1,"Ferdinand."
"4982","LLL",1,1,"Longauill."
"4983","LLL",1,1,"Dumane."
"4984","LLL",1,1,"Berowne."
"4985","LLL",1,1,"Ferd."
"4986","LLL",1,1,"Berow."
"4987","LLL",1,1,"Longa."
"4988","LLL",1,1,"Berow."
"4989","LLL",1,1,"Fer."
"4990","LLL",1,1,"Ber."
"4991","LLL",1,1,"Ferd."
"4992","LLL",1,1,"Bero."
"4993","LLL",1,1,"Ferd."
"4994","LLL",1,1,"Ber."
"4995","LLL",1,1,"Fer."
"4996","LLL",1,1,"Dum."
"4997","LLL",1,1,"Lon."
"4998","LLL",1,1,"Ber."
"4999","LLL",1,1,"Dum."
"5000","LLL",1,1,"Ber."
"5001","LLL",1,1,"Dum."
"5002","LLL",1,1,"Ber."
"5003","LLL",1,1,"Ferd."
"5004","LLL",1,1,"Ber."
"5005","LLL",1,1,"Fer."
"5006","LLL",1,1,"Ber."
"5007","LLL",1,1,"Fer."
"5008","LLL",1,1,"Ber."
"5009","LLL",1,1,"Lon."
"5010","LLL",1,1,"Ber."
"5011","LLL",1,1,"Lon."
"5012","LLL",1,1,"Ber."
