"","PLAY","ACT","SCENE","SPEAKER"
"1","Tmp",1,1,"Master."
"2","Tmp",1,1,"Botes."
"3","Tmp",1,1,"Mast."
"4","Tmp",1,1,"Botes."
"5","Tmp",1,1,"Alon."
"6","Tmp",1,1,"Botes."
"7","Tmp",1,1,"Auth."
"8","Tmp",1,1,"Botes."
"9","Tmp",1,1,"Gonz."
"10","Tmp",1,1,"Botes."
"11","Tmp",1,1,"Gon."
"12","Tmp",1,1,"Botes."
"13","Tmp",1,1,"Gon."
"14","Tmp",1,1,"Botes."
"15","Tmp",1,1,"Sebas."
"16","Tmp",1,1,"Botes."
"17","Tmp",1,1,"Anth."
"18","Tmp",1,1,"Gonz."
"19","Tmp",1,1,"Botes."
"20","Tmp",1,1,"Mari."
"21","Tmp",1,1,"Botes."
"22","Tmp",1,1,"Gonz."
"23","Tmp",1,1,"Sebas."
"24","Tmp",1,1,"An."
"25","Tmp",1,1,"Gonz."
"26","Tmp",1,1,"Anth."
"27","Tmp",1,1,"Seb."
"28","Tmp",1,1,"Gonz."
"29","Tmp",1,2,"Mira."
"30","Tmp",1,2,"Pros."
"31","Tmp",1,2,"Mira."
"32","Tmp",1,2,"Pros."
"33","Tmp",1,2,"Mira."
"34","Tmp",1,2,"Pros."
"35","Tmp",1,2,"Mira."
"36","Tmp",1,2,"Pros."
"37","Tmp",1,2,"Mira."
"38","Tmp",1,2,"Pros."
"39","Tmp",1,2,"Mira."
"40","Tmp",1,2,"Pros."
"41","Tmp",1,2,"Mira."
"42","Tmp",1,2,"Pros."
"43","Tmp",1,2,"Mira."
"44","Tmp",1,2,"Pros."
"45","Tmp",1,2,"Mira."
"46","Tmp",1,2,"Pros."
"47","Tmp",1,2,"Mira."
"48","Tmp",1,2,"Pros."
"49","Tmp",1,2,"Mira."
"50","Tmp",1,2,"Pros."
"51","Tmp",1,2,"Mira."
"52","Tmp",1,2,"Pros."
"53","Tmp",1,2,"Mira."
"54","Tmp",1,2,"Pros."
"55","Tmp",1,2,"Mira."
"56","Tmp",1,2,"Pros."
"57","Tmp",1,2,"Mira."
"58","Tmp",1,2,"Pro."
"59","Tmp",1,2,"Mir."
"60","Tmp",1,2,"Pro."
"61","Tmp",1,2,"Mir."
"62","Tmp",1,2,"Pro."
"63","Tmp",1,2,"Mir."
"64","Tmp",1,2,"Pro."
"65","Tmp",1,2,"Mir."
"66","Tmp",1,2,"Pro."
"67","Tmp",1,2,"Mir."
"68","Tmp",1,2,"Pro."
"69","Tmp",1,2,"Mir."
"70","Tmp",1,2,"Pro."
"71","Tmp",1,2,"Ari."
"72","Tmp",1,2,"Pro."
"73","Tmp",1,2,"Ar."
"74","Tmp",1,2,"Pro."
"75","Tmp",1,2,"Ar."
"76","Tmp",1,2,"Pro."
"77","Tmp",1,2,"Ar."
"78","Tmp",1,2,"Pro."
"79","Tmp",1,2,"Ar."
"80","Tmp",1,2,"Pro."
"81","Tmp",1,2,"Ar."
"82","Tmp",1,2,"Pro."
"83","Tmp",1,2,"Ar."
"84","Tmp",1,2,"Pro."
"85","Tmp",1,2,"Ar."
"86","Tmp",1,2,"Pro."
"87","Tmp",1,2,"Ar."
"88","Tmp",1,2,"Pro."
"89","Tmp",1,2,"Ar."
"90","Tmp",1,2,"Pro."
"91","Tmp",1,2,"Ar."
"92","Tmp",1,2,"Pro."
"93","Tmp",1,2,"Ar."
"94","Tmp",1,2,"Pro."
"95","Tmp",1,2,"Ar."
"96","Tmp",1,2,"Pro."
"97","Tmp",1,2,"Ar."
"98","Tmp",1,2,"Pro."
"99","Tmp",1,2,"Ar."
"100","Tmp",1,2,"Pro."
"101","Tmp",1,2,"Ar."
"102","Tmp",1,2,"Pro."
"103","Tmp",1,2,"Ar."
"104","Tmp",1,2,"Pro."
"105","Tmp",1,2,"Ar."
"106","Tmp",1,2,"Pro."
"107","Tmp",1,2,"Ar."
"108","Tmp",1,2,"Pro."
"109","Tmp",1,2,"Pro."
"110","Tmp",1,2,"Mir."
"111","Tmp",1,2,"Pro."
"112","Tmp",1,2,"Mir."
"113","Tmp",1,2,"Pro."
"114","Tmp",1,2,"Cal."
"115","Tmp",1,2,"Pro."
"116","Tmp",1,2,"Ar."
"117","Tmp",1,2,"Pro."
"118","Tmp",1,2,"Cal."
"119","Tmp",1,2,"Pro."
"120","Tmp",1,2,"Cal."
"121","Tmp",1,2,"Pro."
"122","Tmp",1,2,"Cal."
"123","Tmp",1,2,"Mira."
"124","Tmp",1,2,"Cal."
"125","Tmp",1,2,"Pros."
"126","Tmp",1,2,"Cal."
"127","Tmp",1,2,"Pro."
"128","Tmp",1,2,"Ariel"
"129","Tmp",1,2,"Ar."
"130","Tmp",1,2,"Fer."
"131","Tmp",1,2,"Ariell"
"132","Tmp",1,2,"Fer."
"133","Tmp",1,2,"Pro."
"134","Tmp",1,2,"Mira."
"135","Tmp",1,2,"Pro."
"136","Tmp",1,2,"Mir."
"137","Tmp",1,2,"Pro."
"138","Tmp",1,2,"Fer."
"139","Tmp",1,2,"Mir."
"140","Tmp",1,2,"Fer."
"141","Tmp",1,2,"Pro."
"142","Tmp",1,2,"Fer."
"143","Tmp",1,2,"Mir."
"144","Tmp",1,2,"Fer."
"145","Tmp",1,2,"Pro."
"146","Tmp",1,2,"Mir."
"147","Tmp",1,2,"Fer."
"148","Tmp",1,2,"Pro."
"149","Tmp",1,2,"Fer."
"150","Tmp",1,2,"Mir."
"151","Tmp",1,2,"Pro."
"152","Tmp",1,2,"Pros."
"153","Tmp",1,2,"Fer."
"154","Tmp",1,2,"Mira."
"155","Tmp",1,2,"Pros."
"156","Tmp",1,2,"Mira."
"157","Tmp",1,2,"Pros."
"158","Tmp",1,2,"Mira."
"159","Tmp",1,2,"Pros."
"160","Tmp",1,2,"Mira."
"161","Tmp",1,2,"Pros."
"162","Tmp",1,2,"Fer."
"163","Tmp",1,2,"Pros."
"164","Tmp",1,2,"Mira."
"165","Tmp",1,2,"Pros."
"166","Tmp",1,2,"Ariell."
"167","Tmp",1,2,"Pros."
"168","Tmp",2,1,"Gonz."
"169","Tmp",2,1,"Alons."
"170","Tmp",2,1,"Seb."
"171","Tmp",2,1,"Ant."
"172","Tmp",2,1,"Seb."
"173","Tmp",2,1,"Gon."
"174","Tmp",2,1,"Seb."
"175","Tmp",2,1,"Gon."
"176","Tmp",2,1,"Seb."
"177","Tmp",2,1,"Gon."
"178","Tmp",2,1,"Seb."
"179","Tmp",2,1,"Gon."
"180","Tmp",2,1,"Ant."
"181","Tmp",2,1,"Alon."
"182","Tmp",2,1,"Gon."
"183","Tmp",2,1,"Seb."
"184","Tmp",2,1,"Ant."
"185","Tmp",2,1,"Seb."
"186","Tmp",2,1,"Ant."
"187","Tmp",2,1,"Seb."
"188","Tmp",2,1,"Ant."
"189","Tmp",2,1,"Seb."
"190","Tmp",2,1,"Adr."
"191","Tmp",2,1,"Seb."
"192","Tmp",2,1,"Ant."
"193","Tmp",2,1,"Adr."
"194","Tmp",2,1,"Seb."
"195","Tmp",2,1,"Adr."
"196","Tmp",2,1,"Ant."
"197","Tmp",2,1,"Adr."
"198","Tmp",2,1,"Ant."
"199","Tmp",2,1,"Seb."
"200","Tmp",2,1,"Adr."
"201","Tmp",2,1,"Seb."
"202","Tmp",2,1,"Ant."
"203","Tmp",2,1,"Gon."
"204","Tmp",2,1,"Ant."
"205","Tmp",2,1,"Seb."
"206","Tmp",2,1,"Gon."
"207","Tmp",2,1,"Ant."
"208","Tmp",2,1,"Seb."
"209","Tmp",2,1,"Ant."
"210","Tmp",2,1,"Seb."
"211","Tmp",2,1,"Gon."
"212","Tmp",2,1,"Seb."
"213","Tmp",2,1,"Gon."
"214","Tmp",2,1,"Ant."
"215","Tmp",2,1,"Seb."
"216","Tmp",2,1,"Gon."
"217","Tmp",2,1,"Seb."
"218","Tmp",2,1,"Adri."
"219","Tmp",2,1,"Gon."
"220","Tmp",2,1,"Ant."
"221","Tmp",2,1,"Seb."
"222","Tmp",2,1,"Adri."
"223","Tmp",2,1,"Gon."
"224","Tmp",2,1,"Adri."
"225","Tmp",2,1,"Gon."
"226","Tmp",2,1,"Ant."
"227","Tmp",2,1,"Seb."
"228","Tmp",2,1,"Ant."
"229","Tmp",2,1,"Seb."
"230","Tmp",2,1,"Ant."
"231","Tmp",2,1,"Gon."
"232","Tmp",2,1,"Ant."
"233","Tmp",2,1,"Gon."
"234","Tmp",2,1,"Ant."
"235","Tmp",2,1,"Seb."
"236","Tmp",2,1,"Ant."
"237","Tmp",2,1,"Gon."
"238","Tmp",2,1,"Ant."
"239","Tmp",2,1,"Gon."
"240","Tmp",2,1,"Alon."
"241","Tmp",2,1,"Fran."
"242","Tmp",2,1,"Alon."
"243","Tmp",2,1,"Seb."
"244","Tmp",2,1,"Alon."
"245","Tmp",2,1,"Seb."
"246","Tmp",2,1,"Alon."
"247","Tmp",2,1,"Gon."
"248","Tmp",2,1,"Seb."
"249","Tmp",2,1,"Ant."
"250","Tmp",2,1,"Gon."
"251","Tmp",2,1,"Seb."
"252","Tmp",2,1,"Ant."
"253","Tmp",2,1,"Gon."
"254","Tmp",2,1,"Ant."
"255","Tmp",2,1,"Seb."
"256","Tmp",2,1,"Gon."
"257","Tmp",2,1,"Seb."
"258","Tmp",2,1,"Gon."
"259","Tmp",2,1,"Seb."
"260","Tmp",2,1,"Ant."
"261","Tmp",2,1,"Gon."
"262","Tmp",2,1,"Seb."
"263","Tmp",2,1,"Ant."
"264","Tmp",2,1,"Gon."
"265","Tmp",2,1,"Seb."
"266","Tmp",2,1,"Ant."
"267","Tmp",2,1,"Gon."
"268","Tmp",2,1,"Alon."
"269","Tmp",2,1,"Gon."
"270","Tmp",2,1,"Ant."
"271","Tmp",2,1,"Gon."
"272","Tmp",2,1,"Ant."
"273","Tmp",2,1,"Seb."
"274","Tmp",2,1,"Gon."
"275","Tmp",2,1,"Seb."
"276","Tmp",2,1,"Ant."
"277","Tmp",2,1,"Gon."
"278","Tmp",2,1,"Ant."
"279","Tmp",2,1,"Alon."
"280","Tmp",2,1,"Seb."
"281","Tmp",2,1,"Ant."
"282","Tmp",2,1,"Alon."
"283","Tmp",2,1,"Seb."
"284","Tmp",2,1,"Ant."
"285","Tmp",2,1,"Seb."
"286","Tmp",2,1,"Ant."
"287","Tmp",2,1,"Seb."
"288","Tmp",2,1,"Ant."
"289","Tmp",2,1,"Seb."
"290","Tmp",2,1,"Ant."
"291","Tmp",2,1,"Seb."
"292","Tmp",2,1,"Ant."
"293","Tmp",2,1,"Seb."
"294","Tmp",2,1,"Ant."
"295","Tmp",2,1,"Seb."
"296","Tmp",2,1,"Ant."
"297","Tmp",2,1,"Seb."
"298","Tmp",2,1,"Ant."
"299","Tmp",2,1,"Seb."
"300","Tmp",2,1,"Ant."
"301","Tmp",2,1,"Seb."
"302","Tmp",2,1,"Ant."
"303","Tmp",2,1,"Seb."
"304","Tmp",2,1,"Ant."
"305","Tmp",2,1,"Seb."
"306","Tmp",2,1,"Ant."
"307","Tmp",2,1,"Seb."
"308","Tmp",2,1,"Ant."
"309","Tmp",2,1,"Seb."
"310","Tmp",2,1,"Ant."
"311","Tmp",2,1,"Seb."
"312","Tmp",2,1,"Ant."
"313","Tmp",2,1,"Seb."
"314","Tmp",2,1,"Ant."
"315","Tmp",2,1,"Seb."
"316","Tmp",2,1,"Ariel."
"317","Tmp",2,1,"Ant."
"318","Tmp",2,1,"Gon."
"319","Tmp",2,1,"Alo."
"320","Tmp",2,1,"Gon."
"321","Tmp",2,1,"Seb."
"322","Tmp",2,1,"Alo."
"323","Tmp",2,1,"Ant."
"324","Tmp",2,1,"Alo."
"325","Tmp",2,1,"Gon."
"326","Tmp",2,1,"Alo."
"327","Tmp",2,1,"Gon."
"328","Tmp",2,1,"Alo."
"329","Tmp",2,1,"Ariell."
"330","Tmp",2,2,"Cal."
"331","Tmp",2,2,"Tri."
"332","Tmp",2,2,"Ste."
"333","Tmp",2,2,"Cal."
"334","Tmp",2,2,"Ste."
"335","Tmp",2,2,"Cal."
"336","Tmp",2,2,"Ste."
"337","Tmp",2,2,"Cal."
"338","Tmp",2,2,"Ste."
"339","Tmp",2,2,"Cal."
"340","Tmp",2,2,"Ste."
"341","Tmp",2,2,"Tri."
"342","Tmp",2,2,"Ste."
"343","Tmp",2,2,"Tri."
"344","Tmp",2,2,"Ste."
"345","Tmp",2,2,"Tri."
"346","Tmp",2,2,"Ste."
"347","Tmp",2,2,"Tri."
"348","Tmp",2,2,"Ste."
"349","Tmp",2,2,"Cal."
"350","Tmp",2,2,"Ste."
"351","Tmp",2,2,"Cal."
"352","Tmp",2,2,"St."
"353","Tmp",2,2,"Tri."
"354","Tmp",2,2,"Ste."
"355","Tmp",2,2,"Tri."
"356","Tmp",2,2,"Ste."
"357","Tmp",2,2,"Cal."
"358","Tmp",2,2,"Ste."
"359","Tmp",2,2,"Cal."
"360","Tmp",2,2,"Ste."
"361","Tmp",2,2,"Tri."
"362","Tmp",2,2,"Cal."
"363","Tmp",2,2,"Tri."
"364","Tmp",2,2,"Cal."
"365","Tmp",2,2,"Ste."
"366","Tmp",2,2,"Tri."
"367","Tmp",2,2,"Ste."
"368","Tmp",2,2,"Tri."
"369","Tmp",2,2,"Cal."
"370","Tmp",2,2,"Tri."
"371","Tmp",2,2,"Cal."
"372","Tmp",2,2,"Ste."
"373","Tmp",2,2,"Tri."
"374","Tmp",2,2,"Cal."
"375","Tmp",2,2,"Ste."
"376","Tmp",3,1,"Ste."
"377","Tmp",3,1,"Trin."
"378","Tmp",3,1,"Ste."
"379","Tmp",3,1,"Trin."
"380","Tmp",3,1,"Ste."
"381","Tmp",3,1,"Trin."
"382","Tmp",3,1,"Ste."
"383","Tmp",3,1,"Trin."
"384","Tmp",3,1,"Ste."
"385","Tmp",3,1,"Cal."
"386","Tmp",3,1,"Trin."
"387","Tmp",3,1,"Cal."
"388","Tmp",3,1,"Trin."
"389","Tmp",3,1,"Cal."
"390","Tmp",3,1,"Ste."
"391","Tmp",3,1,"Cal."
"392","Tmp",3,1,"Ste."
"393","Tmp",3,1,"Cal."
"394","Tmp",3,1,"Ariell."
"395","Tmp",3,1,"Cal."
"396","Tmp",3,1,"Ste."
"397","Tmp",3,1,"Trin."
"398","Tmp",3,1,"Ste."
"399","Tmp",3,1,"Cal."
"400","Tmp",3,1,"Ste."
"401","Tmp",3,1,"Cal."
"402","Tmp",3,1,"Ste."
"403","Tmp",3,1,"Cal."
"404","Tmp",3,1,"Ariell."
"405","Tmp",3,1,"Cal."
"406","Tmp",3,1,"Ste."
"407","Tmp",3,1,"Trin."
"408","Tmp",3,1,"Ste."
"409","Tmp",3,1,"Ariell."
"410","Tmp",3,1,"Ste."
"411","Tmp",3,1,"Trin."
"412","Tmp",3,1,"Cal."
"413","Tmp",3,1,"Ste."
"414","Tmp",3,1,"Cal."
"415","Tmp",3,1,"Ste."
"416","Tmp",3,1,"Cal."
"417","Tmp",3,1,"Ste."
"418","Tmp",3,1,"Cal."
"419","Tmp",3,1,"Ste."
"420","Tmp",3,1,"Trin."
"421","Tmp",3,1,"Ste."
"422","Tmp",3,1,"Cal."
"423","Tmp",3,1,"Ste."
"424","Tmp",3,1,"Ariell."
"425","Tmp",3,1,"Cal."
"426","Tmp",3,1,"Ste."
"427","Tmp",3,1,"Cal."
"428","Tmp",3,1,"Ste."
"429","Tmp",3,1,"Trin."
"430","Tmp",3,1,"Ste."
"431","Tmp",3,1,"Trin."
"432","Tmp",3,1,"Ste."
"433","Tmp",3,1,"Cal."
"434","Tmp",3,1,"Ste."
"435","Tmp",3,1,"Cal."
"436","Tmp",3,1,"Ste."
"437","Tmp",3,1,"Cal."
"438","Tmp",3,1,"Ste."
"439","Tmp",3,1,"Trin."
"440","Tmp",3,1,"Ste."
"441","Tmp",3,1,"Trin."
"442","Tmp",3,2,"Gon."
"443","Tmp",3,2,"Al."
"444","Tmp",3,2,"Ant."
"445","Tmp",3,2,"Seb."
"446","Tmp",3,2,"Ant."
"447","Tmp",3,2,"Seb."
"448","Tmp",3,2,"Al."
"449","Tmp",3,2,"Gen."
"450","Tmp",3,2,"Alo."
"451","Tmp",3,2,"Seb."
"452","Tmp",3,2,"Ant."
"453","Tmp",3,2,"Gon."
"454","Tmp",3,2,"Pro."
"455","Tmp",3,2,"Al."
"456","Tmp",3,2,"Pro."
"457","Tmp",3,2,"Fr."
"458","Tmp",3,2,"Seb."
"459","Tmp",3,2,"Ale."
"460","Tmp",3,2,"Gon."
"461","Tmp",3,2,"Al."
"462","Tmp",3,2,"Ar."
"463","Tmp",3,2,"Pro."
"464","Tmp",3,2,"Gon."
"465","Tmp",3,2,"Al."
"466","Tmp",3,2,"Seb."
"467","Tmp",3,2,"Ant."
"468","Tmp",3,2,"Gon."
"469","Tmp",3,2,"Ad."
"470","Tmp",4,1,"Pro."
"471","Tmp",4,1,"Fer."
"472","Tmp",4,1,"Pro."
"473","Tmp",4,1,"Fer."
"474","Tmp",4,1,"Pro."
"475","Tmp",4,1,"Ar."
"476","Tmp",4,1,"Pro."
"477","Tmp",4,1,"Ar."
"478","Tmp",4,1,"Pro."
"479","Tmp",4,1,"Ar."
"480","Tmp",4,1,"Pro."
"481","Tmp",4,1,"Ar."
"482","Tmp",4,1,"Pro."
"483","Tmp",4,1,"Fer."
"484","Tmp",4,1,"Pro."
"485","Tmp",4,1,"Ir."
"486","Tmp",4,1,"Cer."
"487","Tmp",4,1,"Ir."
"488","Tmp",4,1,"Cer."
"489","Tmp",4,1,"Ir."
"490","Tmp",4,1,"Cer."
"491","Tmp",4,1,"Iu."
"492","Tmp",4,1,"Iu."
"493","Tmp",4,1,"Fer."
"494","Tmp",4,1,"Pro."
"495","Tmp",4,1,"Fer."
"496","Tmp",4,1,"Pro."
"497","Tmp",4,1,"Iris."
"498","Tmp",4,1,"Pro."
"499","Tmp",4,1,"Fer."
"500","Tmp",4,1,"Mir."
"501","Tmp",4,1,"Pro."
"502","Tmp",4,1,"Fer. Mir."
"503","Tmp",4,1,"Pro."
"504","Tmp",4,1,"Ar."
"505","Tmp",4,1,"Pro."
"506","Tmp",4,1,"Ar."
"507","Tmp",4,1,"Pro."
"508","Tmp",4,1,"Ar."
"509","Tmp",4,1,"Pro."
"510","Tmp",4,1,"Ar."
"511","Tmp",4,1,"Pro."
"512","Tmp",4,1,"Cal."
"513","Tmp",4,1,"St."
"514","Tmp",4,1,"Trin."
"515","Tmp",4,1,"Ste."
"516","Tmp",4,1,"Trin."
"517","Tmp",4,1,"Cal."
"518","Tmp",4,1,"Trin."
"519","Tmp",4,1,"Ste."
"520","Tmp",4,1,"Tr."
"521","Tmp",4,1,"Ste."
"522","Tmp",4,1,"Cal."
"523","Tmp",4,1,"Ste."
"524","Tmp",4,1,"Trin."
"525","Tmp",4,1,"Cal."
"526","Tmp",4,1,"Tri."
"527","Tmp",4,1,"Ste."
"528","Tmp",4,1,"Tri."
"529","Tmp",4,1,"Cal."
"530","Tmp",4,1,"Ste."
"531","Tmp",4,1,"Trin."
"532","Tmp",4,1,"Ste."
"533","Tmp",4,1,"Tri."
"534","Tmp",4,1,"Cal."
"535","Tmp",4,1,"Ste."
"536","Tmp",4,1,"Tri."
"537","Tmp",4,1,"Ste."
"538","Tmp",4,1,"Pro."
"539","Tmp",4,1,"Ari."
"540","Tmp",4,1,"Pro."
"541","Tmp",4,1,"Ari."
"542","Tmp",4,1,"Pro."
"543","Tmp",5,1,"Pro."
"544","Tmp",5,1,"Ar."
"545","Tmp",5,1,"Pro."
"546","Tmp",5,1,"Ar."
"547","Tmp",5,1,"Pro."
"548","Tmp",5,1,"Ar."
"549","Tmp",5,1,"Pro."
"550","Tmp",5,1,"Ar."
"551","Tmp",5,1,"Pro."
"552","Tmp",5,1,NA
"553","Tmp",5,1,"Pro."
"554","Tmp",5,1,"Ar."
"555","Tmp",5,1,"Gon."
"556","Tmp",5,1,"Pro."
"557","Tmp",5,1,"Alo."
"558","Tmp",5,1,"Pro."
"559","Tmp",5,1,"Gonz."
"560","Tmp",5,1,"Pro."
"561","Tmp",5,1,"Seb."
"562","Tmp",5,1,"Pro."
"563","Tmp",5,1,"Alo."
"564","Tmp",5,1,"Pro."
"565","Tmp",5,1,"Alo."
"566","Tmp",5,1,"Pro."
"567","Tmp",5,1,"Alo."
"568","Tmp",5,1,"Pro."
"569","Tmp",5,1,"Alo."
"570","Tmp",5,1,"Pro."
"571","Tmp",5,1,"Mir."
"572","Tmp",5,1,"Fer."
"573","Tmp",5,1,"Mir."
"574","Tmp",5,1,"Alo."
"575","Tmp",5,1,"Seb."
"576","Tmp",5,1,"Fer."
"577","Tmp",5,1,"Alo."
"578","Tmp",5,1,"Mir."
"579","Tmp",5,1,"Pro."
"580","Tmp",5,1,"Alo."
"581","Tmp",5,1,"Fer."
"582","Tmp",5,1,"Alo."
"583","Tmp",5,1,"Pro."
"584","Tmp",5,1,"Gon."
"585","Tmp",5,1,"Alo."
"586","Tmp",5,1,"Gon."
"587","Tmp",5,1,"Alo."
"588","Tmp",5,1,"Gon."
"589","Tmp",5,1,"Bot."
"590","Tmp",5,1,"Ar."
"591","Tmp",5,1,"Pro."
"592","Tmp",5,1,"Alo."
"593","Tmp",5,1,"Bot."
"594","Tmp",5,1,"Ar."
"595","Tmp",5,1,"Pro."
"596","Tmp",5,1,"Alo."
"597","Tmp",5,1,"Pro."
"598","Tmp",5,1,"Ste."
"599","Tmp",5,1,"Tri."
"600","Tmp",5,1,"Cal."
"601","Tmp",5,1,"Seb."
"602","Tmp",5,1,"Ant."
"603","Tmp",5,1,"Pro."
"604","Tmp",5,1,"Cal."
"605","Tmp",5,1,"Alo."
"606","Tmp",5,1,"Seb."
"607","Tmp",5,1,"Alo."
"608","Tmp",5,1,"Tri."
"609","Tmp",5,1,"Seb."
"610","Tmp",5,1,"Ste."
"611","Tmp",5,1,"Pro."
"612","Tmp",5,1,"Ste."
"613","Tmp",5,1,"Alo."
"614","Tmp",5,1,"Pro."
"615","Tmp",5,1,"Cal."
"616","Tmp",5,1,"Pro."
"617","Tmp",5,1,"Alo."
"618","Tmp",5,1,"Seb."
"619","Tmp",5,1,"Pro."
"620","Tmp",5,1,"Alo."
"621","Tmp",5,1,"Pro."
"622","TGV",1,1,"Valentine."
"623","TGV",1,1,"Pro."
"624","TGV",1,1,"Ʋal."
"625","TGV",1,1,"Pro."
"626","TGV",1,1,"Val."
"627","TGV",1,1,"Pro."
"628","TGV",1,1,"Ʋal."
"629","TGV",1,1,"Pro."
"630","TGV",1,1,"Val."
"631","TGV",1,1,"Pro."
"632","TGV",1,1,"Ʋal."
"633","TGV",1,1,"Pro."
"634","TGV",1,1,"Ʋal."
"635","TGV",1,1,"Pro."
"636","TGV",1,1,"Val."
"637","TGV",1,1,"Pro."
"638","TGV",1,1,"Val."
"639","TGV",1,1,"Pro."
"640","TGV",1,1,"Val."
"641","TGV",1,1,"Pro."
"642","TGV",1,1,"Val."
"643","TGV",1,1,"Pro."
"644","TGV",1,1,"Sp."
"645","TGV",1,1,"Pro."
"646","TGV",1,1,"Sp."
"647","TGV",1,1,"Pro."
"648","TGV",1,1,"Sp."
"649","TGV",1,1,"Pro."
"650","TGV",1,1,"Sp."
"651","TGV",1,1,"Pro."
"652","TGV",1,1,"Sp."
"653","TGV",1,1,"Pro."
"654","TGV",1,1,"Sp."
"655","TGV",1,1,"Pro."
"656","TGV",1,1,"Sp."
"657","TGV",1,1,"Pro."
"658","TGV",1,1,"Sp."
"659","TGV",1,1,"Pro."
"660","TGV",1,1,"Sp."
"661","TGV",1,1,"Pro."
"662","TGV",1,1,"Sp."
"663","TGV",1,1,"Pro."
"664","TGV",1,1,"Sp."
"665","TGV",1,1,"Pro."
"666","TGV",1,1,"Sp."
"667","TGV",1,1,"Pro."
"668","TGV",1,1,"Sp."
"669","TGV",1,1,"Pro."
"670","TGV",1,1,"Sp."
"671","TGV",1,1,"Pro."
"672","TGV",1,1,"Sp."
"673","TGV",1,1,"Pro."
"674","TGV",1,1,"Sp."
"675","TGV",1,1,"Pro."
"676","TGV",1,1,"Sp."
"677","TGV",1,1,"Pro."
"678","TGV",1,1,"Sp."
"679","TGV",1,1,"Pro."
"680","TGV",1,1,"Sp."
"681","TGV",1,1,"Pro."
"682","TGV",1,1,"Sp."
"683","TGV",1,1,"Pro."
"684","TGV",1,1,"Sp."
"685","TGV",1,1,"Pro."
"686","TGV",1,1,"Sp."
"687","TGV",1,1,"Pro."
"688","TGV",1,2,"Iul."
"689","TGV",1,2,"Luc."
"690","TGV",1,2,"Iul."
"691","TGV",1,2,"Lu."
"692","TGV",1,2,"Iu."
"693","TGV",1,2,"Lu."
"694","TGV",1,2,"Iu."
"695","TGV",1,2,"Lu."
"696","TGV",1,2,"Iu."
"697","TGV",1,2,"Lu."
"698","TGV",1,2,"Iu."
"699","TGV",1,2,"Lu."
"700","TGV",1,2,"Iu."
"701","TGV",1,2,"Lu."
"702","TGV",1,2,"Iul."
"703","TGV",1,2,"Lu."
"704","TGV",1,2,"Iul."
"705","TGV",1,2,"Lu."
"706","TGV",1,2,"Iul."
"707","TGV",1,2,"Lu."
"708","TGV",1,2,"Iul."
"709","TGV",1,2,"Lu."
"710","TGV",1,2,"Iul."
"711","TGV",1,2,"Lu."
"712","TGV",1,2,"Iul."
"713","TGV",1,2,"Lu."
"714","TGV",1,2,"Iul."
"715","TGV",1,2,"Lu."
"716","TGV",1,2,"Iul."
"717","TGV",1,2,"Lu."
"718","TGV",1,2,"Iul."
"719","TGV",1,2,"Lu."
"720","TGV",1,2,"Iul."
"721","TGV",1,2,"Lu."
"722","TGV",1,2,"Iul."
"723","TGV",1,2,"Lu."
"724","TGV",1,2,"Iul."
"725","TGV",1,2,"Lu."
"726","TGV",1,2,"Iu."
"727","TGV",1,2,"Lu."
"728","TGV",1,2,"Iu."
"729","TGV",1,2,"Lu."
"730","TGV",1,2,"Iul."
"731","TGV",1,2,"Lu."
"732","TGV",1,2,"Iul."
"733","TGV",1,2,"Lu."
"734","TGV",1,2,"Iul."
"735","TGV",1,2,"Lu."
"736","TGV",1,2,"Iul."
"737","TGV",1,2,"Lu."
"738","TGV",1,2,"Iu."
"739","TGV",1,2,"Lu."
"740","TGV",1,2,"Iu."
"741","TGV",1,2,"Lu."
"742","TGV",1,2,"Iu."
"743","TGV",1,2,"Lu."
"744","TGV",1,2,"Iu."
"745","TGV",1,2,"Lu."
"746","TGV",1,2,"Iu."
"747","TGV",1,2,"Lu."
"748","TGV",1,2,"Iu."
"749","TGV",1,2,"Lu."
"750","TGV",1,2,"Iu."
"751","TGV",1,2,"Lu."
"752","TGV",1,2,"Iu."
"753","TGV",1,2,"Lu."
"754","TGV",1,2,"Iu."
"755","TGV",1,2,"Lu."
"756","TGV",1,2,"Iu."
"757","TGV",1,2,"Lu."
"758","TGV",1,2,"Iu."
"759","TGV",1,2,"Lu."
"760","TGV",1,2,"Iu."
"761","TGV",1,3,"Ant."
"762","TGV",1,3,"Pan."
"763","TGV",1,3,"Ant."
"764","TGV",1,3,"Pan."
"765","TGV",1,3,"Ant."
"766","TGV",1,3,"Pan."
"767","TGV",1,3,"Ant."
"768","TGV",1,3,"Pan."
"769","TGV",1,3,"Ant."
"770","TGV",1,3,"Pan."
"771","TGV",1,3,"Ant."
"772","TGV",1,3,"Pro."
"773","TGV",1,3,"Pro."
"774","TGV",1,3,"Ant."
"775","TGV",1,3,"Pro."
"776","TGV",1,3,"Ant."
"777","TGV",1,3,"Pro."
"778","TGV",1,3,"Ant."
"779","TGV",1,3,"Pro."
"780","TGV",1,3,"Ant."
"781","TGV",1,3,"Pro."
"782","TGV",1,3,"Ant."
"783","TGV",1,3,"Pro."
"784","TGV",1,3,"Pan."
"785","TGV",1,3,"Pro."
